Age Group,Male,Female,Date,Unnamed: 0,Hospitalisations,ICU
60-69,117824.0,118748.0,2022-05-17,,,
70-79,66022.0,59714.0,2022-05-17,,,
80-89,27493.0,27762.0,2022-05-17,,,
90+,6522.0,11376.0,2022-05-17,,,
0-9,180124.0,169150.0,2022-05-18,,,
10-19,223796.0,240072.0,2022-05-18,,,
20-29,352422.0,384171.0,2022-05-18,,,
30-39,296215.0,326841.0,2022-05-18,,,
40-49,223036.0,254217.0,2022-05-18,,,
50-59,175557.0,190928.0,2022-05-18,,,
60-69,117824.0,118748.0,2022-05-18,,,
70-79,66022.0,59714.0,2022-05-18,,,
80-89,27493.0,27762.0,2022-05-18,,,
90+,6522.0,11376.0,2022-05-18,,,
0-9,181240.0,170214.0,2022-05-18,,,
10-19,225315.0,241573.0,2022-05-18,,,
20-29,353513.0,385560.0,2022-05-18,,,
30-39,297916.0,328936.0,2022-05-18,,,
40-49,224800.0,256407.0,2022-05-18,,,
50-59,176960.0,192521.0,2022-05-18,,,
60-69,118869.0,119920.0,2022-05-18,,,
70-79,66738.0,60359.0,2022-05-18,,,
80-89,27821.0,28132.0,2022-05-18,,,
90+,6614.0,11548.0,2022-05-18,,,
0-9,181240.0,170214.0,2022-05-19,,,
10-19,225315.0,241573.0,2022-05-19,,,
20-29,353513.0,385560.0,2022-05-19,,,
30-39,297916.0,328936.0,2022-05-19,,,
40-49,224800.0,256407.0,2022-05-19,,,
50-59,176960.0,192521.0,2022-05-19,,,
60-69,118869.0,119920.0,2022-05-19,,,
70-79,66738.0,60359.0,2022-05-19,,,
80-89,27821.0,28132.0,2022-05-19,,,
90+,6614.0,11548.0,2022-05-19,,,
0-9,182039.0,170990.0,2022-05-19,,,
10-19,226332.0,242673.0,2022-05-19,,,
20-29,354659.0,386919.0,2022-05-19,,,
30-39,299246.0,330643.0,2022-05-19,,,
40-49,226066.0,258088.0,2022-05-19,,,
50-59,178040.0,193811.0,2022-05-19,,,
60-69,119705.0,120810.0,2022-05-19,,,
70-79,67242.0,60835.0,2022-05-19,,,
80-89,28043.0,28381.0,2022-05-19,,,
90+,6689.0,11652.0,2022-05-19,,,
0-9,182039.0,170990.0,2022-05-20,,,
10-19,226332.0,242673.0,2022-05-20,,,
20-29,354659.0,386919.0,2022-05-20,,,
30-39,299246.0,330643.0,2022-05-20,,,
40-49,226066.0,258088.0,2022-05-20,,,
50-59,178040.0,193811.0,2022-05-20,,,
60-69,119705.0,120810.0,2022-05-20,,,
70-79,67242.0,60835.0,2022-05-20,,,
80-89,28043.0,28381.0,2022-05-20,,,
90+,6689.0,11652.0,2022-05-20,,,
0-9,182812.0,171729.0,2022-05-20,,,
10-19,227342.0,243702.0,2022-05-20,,,
20-29,355845.0,388469.0,2022-05-20,,,
30-39,300619.0,332456.0,2022-05-20,,,
40-49,227389.0,259745.0,2022-05-20,,,
50-59,179121.0,195089.0,2022-05-20,,,
60-69,120521.0,121712.0,2022-05-20,,,
70-79,67800.0,61352.0,2022-05-20,,,
80-89,28275.0,28642.0,2022-05-20,,,
90+,6785.0,11767.0,2022-05-20,,,
0-9,182812.0,171729.0,2022-05-21,,,
10-19,227342.0,243702.0,2022-05-21,,,
20-29,355845.0,388469.0,2022-05-21,,,
30-39,300619.0,332456.0,2022-05-21,,,
40-49,227389.0,259745.0,2022-05-21,,,
50-59,179121.0,195089.0,2022-05-21,,,
60-69,120521.0,121712.0,2022-05-21,,,
70-79,67800.0,61352.0,2022-05-21,,,
80-89,28275.0,28642.0,2022-05-21,,,
90+,6785.0,11767.0,2022-05-21,,,
0-9,182812.0,171729.0,2022-05-22,,,
10-19,227342.0,243702.0,2022-05-22,,,
20-29,355845.0,388469.0,2022-05-22,,,
30-39,300619.0,332456.0,2022-05-22,,,
40-49,227389.0,259745.0,2022-05-22,,,
50-59,179121.0,195089.0,2022-05-22,,,
60-69,120521.0,121712.0,2022-05-22,,,
70-79,67800.0,61352.0,2022-05-22,,,
80-89,28275.0,28642.0,2022-05-22,,,
90+,6785.0,11767.0,2022-05-22,,,
0-9,182812.0,171729.0,2022-05-23,,,
10-19,227342.0,243702.0,2022-05-23,,,
20-29,355845.0,388469.0,2022-05-23,,,
30-39,300619.0,332456.0,2022-05-23,,,
40-49,227389.0,259745.0,2022-05-23,,,
50-59,179121.0,195089.0,2022-05-23,,,
60-69,120521.0,121712.0,2022-05-23,,,
70-79,67800.0,61352.0,2022-05-23,,,
80-89,28275.0,28642.0,2022-05-23,,,
90+,6785.0,11767.0,2022-05-23,,,
0-9,184820.0,173615.0,2022-05-23,,,
10-19,229753.0,246234.0,2022-05-23,,,
20-29,358525.0,391773.0,2022-05-23,,,
30-39,304050.0,336751.0,2022-05-23,,,
40-49,230622.0,263831.0,2022-05-23,,,
50-59,181917.0,198303.0,2022-05-23,,,
60-69,122565.0,124019.0,2022-05-23,,,
70-79,69160.0,62682.0,2022-05-23,,,
80-89,28882.0,29347.0,2022-05-23,,,
90+,6976.0,12145.0,2022-05-23,,,
0-9,184820.0,173615.0,2022-05-24,,,
10-19,229753.0,246234.0,2022-05-24,,,
20-29,358525.0,391773.0,2022-05-24,,,
30-39,304050.0,336751.0,2022-05-24,,,
40-49,230622.0,263831.0,2022-05-24,,,
50-59,181917.0,198303.0,2022-05-24,,,
60-69,122565.0,124019.0,2022-05-24,,,
70-79,69160.0,62682.0,2022-05-24,,,
80-89,28882.0,29347.0,2022-05-24,,,
90+,6976.0,12145.0,2022-05-24,,,
0-9,185364.0,174131.0,2022-05-24,,,
10-19,230324.0,246843.0,2022-05-24,,,
20-29,359246.0,392621.0,2022-05-24,,,
30-39,305016.0,337869.0,2022-05-24,,,
40-49,231494.0,264856.0,2022-05-24,,,
50-59,182667.0,199182.0,2022-05-24,,,
60-69,123155.0,124621.0,2022-05-24,,,
70-79,69514.0,62990.0,2022-05-24,,,
80-89,29063.0,29533.0,2022-05-24,,,
90+,7034.0,12258.0,2022-05-24,,,
0-9,185364.0,174131.0,2022-05-25,,,
10-19,230324.0,246843.0,2022-05-25,,,
20-29,359246.0,392621.0,2022-05-25,,,
30-39,305016.0,337869.0,2022-05-25,,,
40-49,231494.0,264856.0,2022-05-25,,,
50-59,182667.0,199182.0,2022-05-25,,,
60-69,123155.0,124621.0,2022-05-25,,,
70-79,69514.0,62990.0,2022-05-25,,,
80-89,29063.0,29533.0,2022-05-25,,,
90+,7034.0,12258.0,2022-05-25,,,
0-9,185873.0,174638.0,2022-05-25,,,
10-19,230832.0,247411.0,2022-05-25,,,
20-29,359930.0,393579.0,2022-05-25,,,
30-39,305930.0,339026.0,2022-05-25,,,
40-49,232307.0,265987.0,2022-05-25,,,
50-59,183478.0,200121.0,2022-05-25,,,
60-69,123799.0,125270.0,2022-05-25,,,
70-79,69929.0,63415.0,2022-05-25,,,
80-89,29270.0,29735.0,2022-05-25,,,
90+,7092.0,12366.0,2022-05-25,,,
0-9,185873.0,174638.0,2022-05-26,,,
10-19,230832.0,247411.0,2022-05-26,,,
20-29,359930.0,393579.0,2022-05-26,,,
30-39,305930.0,339026.0,2022-05-26,,,
40-49,232307.0,265987.0,2022-05-26,,,
50-59,183478.0,200121.0,2022-05-26,,,
60-69,123799.0,125270.0,2022-05-26,,,
70-79,69929.0,63415.0,2022-05-26,,,
80-89,29270.0,29735.0,2022-05-26,,,
90+,7092.0,12366.0,2022-05-26,,,
0-9,186733.0,175448.0,2022-05-26,,,
10-19,231886.0,248614.0,2022-05-26,,,
20-29,361456.0,395372.0,2022-05-26,,,
30-39,307614.0,341101.0,2022-05-26,,,
40-49,233815.0,267841.0,2022-05-26,,,
50-59,184879.0,201684.0,2022-05-26,,,
60-69,124710.0,126327.0,2022-05-26,,,
70-79,70526.0,63971.0,2022-05-26,,,
80-89,29563.0,30059.0,2022-05-26,,,
90+,7183.0,12509.0,2022-05-26,,,
0-9,186733.0,175448.0,2022-05-27,,,
10-19,231886.0,248614.0,2022-05-27,,,
20-29,361456.0,395372.0,2022-05-27,,,
30-39,307614.0,341101.0,2022-05-27,,,
40-49,233815.0,267841.0,2022-05-27,,,
50-59,184879.0,201684.0,2022-05-27,,,
60-69,124710.0,126327.0,2022-05-27,,,
70-79,70526.0,63971.0,2022-05-27,,,
80-89,29563.0,30059.0,2022-05-27,,,
90+,7183.0,12509.0,2022-05-27,,,
0-9,187193.0,175858.0,2022-05-27,,,
10-19,232341.0,249119.0,2022-05-27,,,
20-29,362175.0,396287.0,2022-05-27,,,
30-39,308539.0,342191.0,2022-05-27,,,
40-49,234608.0,268820.0,2022-05-27,,,
50-59,185677.0,202670.0,2022-05-27,,,
60-69,125372.0,127025.0,2022-05-27,,,
70-79,70941.0,64342.0,2022-05-27,,,
80-89,29781.0,30283.0,2022-05-27,,,
90+,7246.0,12626.0,2022-05-27,,,
0-9,187193.0,175858.0,2022-05-28,,,
10-19,232341.0,249119.0,2022-05-28,,,
20-29,362175.0,396287.0,2022-05-28,,,
30-39,308539.0,342191.0,2022-05-28,,,
40-49,234608.0,268820.0,2022-05-28,,,
50-59,185677.0,202670.0,2022-05-28,,,
60-69,125372.0,127025.0,2022-05-28,,,
70-79,70941.0,64342.0,2022-05-28,,,
80-89,29781.0,30283.0,2022-05-28,,,
90+,7246.0,12626.0,2022-05-28,,,
0-9,187193.0,175858.0,2022-05-29,,,
10-19,232341.0,249119.0,2022-05-29,,,
20-29,362175.0,396287.0,2022-05-29,,,
30-39,308539.0,342191.0,2022-05-29,,,
40-49,234608.0,268820.0,2022-05-29,,,
50-59,185677.0,202670.0,2022-05-29,,,
60-69,125372.0,127025.0,2022-05-29,,,
70-79,70941.0,64342.0,2022-05-29,,,
80-89,29781.0,30283.0,2022-05-29,,,
90+,7246.0,12626.0,2022-05-29,,,
0-9,187193.0,175858.0,2022-05-30,,,
10-19,232341.0,249119.0,2022-05-30,,,
20-29,362175.0,396287.0,2022-05-30,,,
30-39,308539.0,342191.0,2022-05-30,,,
40-49,234608.0,268820.0,2022-05-30,,,
50-59,185677.0,202670.0,2022-05-30,,,
60-69,125372.0,127025.0,2022-05-30,,,
70-79,70941.0,64342.0,2022-05-30,,,
80-89,29781.0,30283.0,2022-05-30,,,
90+,7246.0,12626.0,2022-05-30,,,
0-9,187193.0,175858.0,2022-05-31,,,
10-19,232341.0,249119.0,2022-05-31,,,
20-29,362175.0,396287.0,2022-05-31,,,
30-39,308539.0,342191.0,2022-05-31,,,
40-49,234608.0,268820.0,2022-05-31,,,
50-59,185677.0,202670.0,2022-05-31,,,
60-69,125372.0,127025.0,2022-05-31,,,
70-79,70941.0,64342.0,2022-05-31,,,
80-89,29781.0,30283.0,2022-05-31,,,
90+,7246.0,12626.0,2022-05-31,,,
0-9,189086.0,177601.0,2022-05-31,,,
10-19,234227.0,251140.0,2022-05-31,,,
20-29,364639.0,399429.0,2022-05-31,,,
30-39,311783.0,346072.0,2022-05-31,,,
40-49,237459.0,272273.0,2022-05-31,,,
50-59,188434.0,205979.0,2022-05-31,,,
60-69,127520.0,129325.0,2022-05-31,,,
70-79,72350.0,65695.0,2022-05-31,,,
80-89,30490.0,31099.0,2022-05-31,,,
90+,7458.0,13072.0,2022-05-31,,,
0-9,189086.0,177601.0,2022-06-01,,,
10-19,234227.0,251140.0,2022-06-01,,,
20-29,364639.0,399429.0,2022-06-01,,,
30-39,311783.0,346072.0,2022-06-01,,,
40-49,237459.0,272273.0,2022-06-01,,,
50-59,188434.0,205979.0,2022-06-01,,,
60-69,127520.0,129325.0,2022-06-01,,,
70-79,72350.0,65695.0,2022-06-01,,,
80-89,30490.0,31099.0,2022-06-01,,,
90+,7458.0,13072.0,2022-06-01,,,
0-9,197110.0,185083.0,2022-06-01,,,
10-19,244040.0,261395.0,2022-06-01,,,
20-29,376388.0,412040.0,2022-06-01,,,
30-39,323467.0,359159.0,2022-06-01,,,
40-49,246986.0,283182.0,2022-06-01,,,
50-59,195510.0,213006.0,2022-06-01,,,
60-69,131571.0,133134.0,2022-06-01,,,
70-79,74419.0,67495.0,2022-06-01,,,
80-89,31434.0,32124.0,2022-06-01,,,
90+,7770.0,13625.0,2022-06-01,,,
0-9,197110.0,185083.0,2022-06-02,,,
10-19,244040.0,261395.0,2022-06-02,,,
20-29,376388.0,412040.0,2022-06-02,,,
30-39,323467.0,359159.0,2022-06-02,,,
40-49,246986.0,283182.0,2022-06-02,,,
50-59,195510.0,213006.0,2022-06-02,,,
60-69,131571.0,133134.0,2022-06-02,,,
70-79,74419.0,67495.0,2022-06-02,,,
80-89,31434.0,32124.0,2022-06-02,,,
90+,7770.0,13625.0,2022-06-02,,,
0-9,204689.0,192165.0,2022-06-02,,,
10-19,254602.0,273167.0,2022-06-02,,,
20-29,389997.0,427788.0,2022-06-02,,,
30-39,336258.0,374147.0,2022-06-02,,,
40-49,257919.0,296029.0,2022-06-02,,,
50-59,203505.0,221754.0,2022-06-02,,,
60-69,136197.0,137815.0,2022-06-02,,,
70-79,76932.0,69764.0,2022-06-02,,,
80-89,32472.0,33284.0,2022-06-02,,,
90+,8044.0,14127.0,2022-06-02,,,
0-9,204689.0,192165.0,2022-06-03,,,
10-19,254602.0,273167.0,2022-06-03,,,
20-29,389997.0,427788.0,2022-06-03,,,
30-39,336258.0,374147.0,2022-06-03,,,
40-49,257919.0,296029.0,2022-06-03,,,
50-59,203505.0,221754.0,2022-06-03,,,
60-69,136197.0,137815.0,2022-06-03,,,
70-79,76932.0,69764.0,2022-06-03,,,
80-89,32472.0,33284.0,2022-06-03,,,
90+,8044.0,14127.0,2022-06-03,,,
0-9,205439.0,192869.0,2022-06-03,,,
10-19,255276.0,274012.0,2022-06-03,,,
20-29,391207.0,429370.0,2022-06-03,,,
30-39,337756.0,375939.0,2022-06-03,,,
40-49,259236.0,297609.0,2022-06-03,,,
50-59,204654.0,223140.0,2022-06-03,,,
60-69,137009.0,138718.0,2022-06-03,,,
70-79,77422.0,70261.0,2022-06-03,,,
80-89,32739.0,33553.0,2022-06-03,,,
90+,8113.0,14280.0,2022-06-03,,,
0-9,205439.0,192869.0,2022-06-04,,,
10-19,255276.0,274012.0,2022-06-04,,,
20-29,391207.0,429370.0,2022-06-04,,,
30-39,337756.0,375939.0,2022-06-04,,,
40-49,259236.0,297609.0,2022-06-04,,,
50-59,204654.0,223140.0,2022-06-04,,,
60-69,137009.0,138718.0,2022-06-04,,,
70-79,77422.0,70261.0,2022-06-04,,,
80-89,32739.0,33553.0,2022-06-04,,,
90+,8113.0,14280.0,2022-06-04,,,
0-9,205439.0,192869.0,2022-06-05,,,
10-19,255276.0,274012.0,2022-06-05,,,
20-29,391207.0,429370.0,2022-06-05,,,
30-39,337756.0,375939.0,2022-06-05,,,
40-49,259236.0,297609.0,2022-06-05,,,
50-59,204654.0,223140.0,2022-06-05,,,
60-69,137009.0,138718.0,2022-06-05,,,
70-79,77422.0,70261.0,2022-06-05,,,
80-89,32739.0,33553.0,2022-06-05,,,
90+,8113.0,14280.0,2022-06-05,,,
0-9,205439.0,192869.0,2022-06-06,,,
10-19,255276.0,274012.0,2022-06-06,,,
20-29,391207.0,429370.0,2022-06-06,,,
30-39,337756.0,375939.0,2022-06-06,,,
40-49,259236.0,297609.0,2022-06-06,,,
50-59,204654.0,223140.0,2022-06-06,,,
60-69,137009.0,138718.0,2022-06-06,,,
70-79,77422.0,70261.0,2022-06-06,,,
80-89,32739.0,33553.0,2022-06-06,,,
90+,8113.0,14280.0,2022-06-06,,,
0-9,206570.0,193874.0,2022-06-06,,,
10-19,256322.0,275189.0,2022-06-06,,,
20-29,392956.0,431280.0,2022-06-06,,,
30-39,339764.0,378348.0,2022-06-06,,,
40-49,260984.0,299723.0,2022-06-06,,,
50-59,206342.0,225160.0,2022-06-06,,,
60-69,138368.0,140202.0,2022-06-06,,,
70-79,78308.0,71125.0,2022-06-06,,,
80-89,33203.0,34077.0,2022-06-06,,,
90+,8238.0,14509.0,2022-06-06,,,
0-9,206570.0,193874.0,2022-06-07,,,
10-19,256322.0,275189.0,2022-06-07,,,
20-29,392956.0,431280.0,2022-06-07,,,
30-39,339764.0,378348.0,2022-06-07,,,
40-49,260984.0,299723.0,2022-06-07,,,
50-59,206342.0,225160.0,2022-06-07,,,
60-69,138368.0,140202.0,2022-06-07,,,
70-79,78308.0,71125.0,2022-06-07,,,
80-89,33203.0,34077.0,2022-06-07,,,
90+,8238.0,14509.0,2022-06-07,,,
0-9,206836.0,194179.0,2022-06-07,,,
10-19,256587.0,275484.0,2022-06-07,,,
20-29,393303.0,431760.0,2022-06-07,,,
30-39,340258.0,378962.0,2022-06-07,,,
40-49,261413.0,300204.0,2022-06-07,,,
50-59,206731.0,225684.0,2022-06-07,,,
60-69,138722.0,140557.0,2022-06-07,,,
70-79,78571.0,71321.0,2022-06-07,,,
80-89,33311.0,34223.0,2022-06-07,,,
90+,8282.0,14589.0,2022-06-07,,,
0-9,206836.0,194179.0,2022-06-08,,,
10-19,256587.0,275484.0,2022-06-08,,,
20-29,393303.0,431760.0,2022-06-08,,,
30-39,340258.0,378962.0,2022-06-08,,,
40-49,261413.0,300204.0,2022-06-08,,,
50-59,206731.0,225684.0,2022-06-08,,,
60-69,138722.0,140557.0,2022-06-08,,,
70-79,78571.0,71321.0,2022-06-08,,,
80-89,33311.0,34223.0,2022-06-08,,,
90+,8282.0,14589.0,2022-06-08,,,
0-9,207731.0,195028.0,2022-06-08,,,
10-19,257416.0,276429.0,2022-06-08,,,
20-29,394491.0,433237.0,2022-06-08,,,
30-39,341829.0,380871.0,2022-06-08,,,
40-49,262722.0,301827.0,2022-06-08,,,
50-59,207933.0,227257.0,2022-06-08,,,
60-69,139667.0,141542.0,2022-06-08,,,
70-79,79171.0,71883.0,2022-06-08,,,
80-89,33643.0,34548.0,2022-06-08,,,
90+,8386.0,14762.0,2022-06-08,,,
0-9,207731.0,195028.0,2022-06-09,,,
10-19,257416.0,276429.0,2022-06-09,,,
20-29,394491.0,433237.0,2022-06-09,,,
30-39,341829.0,380871.0,2022-06-09,,,
40-49,262722.0,301827.0,2022-06-09,,,
50-59,207933.0,227257.0,2022-06-09,,,
60-69,139667.0,141542.0,2022-06-09,,,
70-79,79171.0,71883.0,2022-06-09,,,
80-89,33643.0,34548.0,2022-06-09,,,
90+,8386.0,14762.0,2022-06-09,,,
0-9,208630.0,195886.0,2022-06-09,,,
10-19,258216.0,277378.0,2022-06-09,,,
20-29,395855.0,434843.0,2022-06-09,,,
30-39,343484.0,382670.0,2022-06-09,,,
40-49,264111.0,303418.0,2022-06-09,,,
50-59,209215.0,228652.0,2022-06-09,,,
60-69,140550.0,142435.0,2022-06-09,,,
70-79,79688.0,72345.0,2022-06-09,,,
80-89,33921.0,34856.0,2022-06-09,,,
90+,8462.0,14944.0,2022-06-09,,,
0-9,208630.0,195886.0,2022-06-10,,,
10-19,258216.0,277378.0,2022-06-10,,,
20-29,395855.0,434843.0,2022-06-10,,,
30-39,343484.0,382670.0,2022-06-10,,,
40-49,264111.0,303418.0,2022-06-10,,,
50-59,209215.0,228652.0,2022-06-10,,,
60-69,140550.0,142435.0,2022-06-10,,,
70-79,79688.0,72345.0,2022-06-10,,,
80-89,33921.0,34856.0,2022-06-10,,,
90+,8462.0,14944.0,2022-06-10,,,
0-9,209453.0,196677.0,2022-06-10,,,
10-19,259067.0,278253.0,2022-06-10,,,
20-29,397072.0,436457.0,2022-06-10,,,
30-39,345151.0,384590.0,2022-06-10,,,
40-49,265560.0,305037.0,2022-06-10,,,
50-59,210447.0,230166.0,2022-06-10,,,
60-69,141381.0,143341.0,2022-06-10,,,
70-79,80167.0,72829.0,2022-06-10,,,
80-89,34148.0,35136.0,2022-06-10,,,
90+,8541.0,15081.0,2022-06-10,,,
0-9,209453.0,196677.0,2022-06-11,,,
10-19,259067.0,278253.0,2022-06-11,,,
20-29,397072.0,436457.0,2022-06-11,,,
30-39,345151.0,384590.0,2022-06-11,,,
40-49,265560.0,305037.0,2022-06-11,,,
50-59,210447.0,230166.0,2022-06-11,,,
60-69,141381.0,143341.0,2022-06-11,,,
70-79,80167.0,72829.0,2022-06-11,,,
80-89,34148.0,35136.0,2022-06-11,,,
90+,8541.0,15081.0,2022-06-11,,,
0-9,209453.0,196677.0,2022-06-12,,,
10-19,259067.0,278253.0,2022-06-12,,,
20-29,397072.0,436457.0,2022-06-12,,,
30-39,345151.0,384590.0,2022-06-12,,,
40-49,265560.0,305037.0,2022-06-12,,,
50-59,210447.0,230166.0,2022-06-12,,,
60-69,141381.0,143341.0,2022-06-12,,,
70-79,80167.0,72829.0,2022-06-12,,,
80-89,34148.0,35136.0,2022-06-12,,,
90+,8541.0,15081.0,2022-06-12,,,
0-9,209453.0,196677.0,2022-06-13,,,
10-19,259067.0,278253.0,2022-06-13,,,
20-29,397072.0,436457.0,2022-06-13,,,
30-39,345151.0,384590.0,2022-06-13,,,
40-49,265560.0,305037.0,2022-06-13,,,
50-59,210447.0,230166.0,2022-06-13,,,
60-69,141381.0,143341.0,2022-06-13,,,
70-79,80167.0,72829.0,2022-06-13,,,
80-89,34148.0,35136.0,2022-06-13,,,
90+,8541.0,15081.0,2022-06-13,,,
0-9,209453.0,196677.0,2022-06-14,,,
10-19,259067.0,278253.0,2022-06-14,,,
20-29,397072.0,436457.0,2022-06-14,,,
30-39,345151.0,384590.0,2022-06-14,,,
40-49,265560.0,305037.0,2022-06-14,,,
50-59,210447.0,230166.0,2022-06-14,,,
60-69,141381.0,143341.0,2022-06-14,,,
70-79,80167.0,72829.0,2022-06-14,,,
80-89,34148.0,35136.0,2022-06-14,,,
90+,8541.0,15081.0,2022-06-14,,,
0-9,209453.0,196677.0,2022-06-15,,,
10-19,259067.0,278253.0,2022-06-15,,,
20-29,397072.0,436457.0,2022-06-15,,,
30-39,345151.0,384590.0,2022-06-15,,,
40-49,265560.0,305037.0,2022-06-15,,,
50-59,210447.0,230166.0,2022-06-15,,,
60-69,141381.0,143341.0,2022-06-15,,,
70-79,80167.0,72829.0,2022-06-15,,,
80-89,34148.0,35136.0,2022-06-15,,,
90+,8541.0,15081.0,2022-06-15,,,
0-9,211571.0,198594.0,2022-06-15,,,
10-19,260973.0,280425.0,2022-06-15,,,
20-29,399977.0,440250.0,2022-06-15,,,
30-39,349120.0,389160.0,2022-06-15,,,
40-49,269041.0,309060.0,2022-06-15,,,
50-59,213698.0,234039.0,2022-06-15,,,
60-69,143935.0,145977.0,2022-06-15,,,
70-79,81729.0,74263.0,2022-06-15,,,
80-89,34970.0,35939.0,2022-06-15,,,
90+,8773.0,15512.0,2022-06-15,,,
0-9,211571.0,198594.0,2022-06-16,,,
10-19,260973.0,280425.0,2022-06-16,,,
20-29,399977.0,440250.0,2022-06-16,,,
30-39,349120.0,389160.0,2022-06-16,,,
40-49,269041.0,309060.0,2022-06-16,,,
50-59,213698.0,234039.0,2022-06-16,,,
60-69,143935.0,145977.0,2022-06-16,,,
70-79,81729.0,74263.0,2022-06-16,,,
80-89,34970.0,35939.0,2022-06-16,,,
90+,8773.0,15512.0,2022-06-16,,,
0-9,212161.0,199173.0,2022-06-16,,,
10-19,261575.0,281076.0,2022-06-16,,,
20-29,400910.0,441469.0,2022-06-16,,,
30-39,350357.0,390586.0,2022-06-16,,,
40-49,270110.0,310341.0,2022-06-16,,,
50-59,214634.0,235198.0,2022-06-16,,,
60-69,144682.0,146667.0,2022-06-16,,,
70-79,82172.0,74662.0,2022-06-16,,,
80-89,35196.0,36208.0,2022-06-16,,,
90+,8854.0,15659.0,2022-06-16,,,
0-9,212161.0,199173.0,2022-06-17,,,
10-19,261575.0,281076.0,2022-06-17,,,
20-29,400910.0,441469.0,2022-06-17,,,
30-39,350357.0,390586.0,2022-06-17,,,
40-49,270110.0,310341.0,2022-06-17,,,
50-59,214634.0,235198.0,2022-06-17,,,
60-69,144682.0,146667.0,2022-06-17,,,
70-79,82172.0,74662.0,2022-06-17,,,
80-89,35196.0,36208.0,2022-06-17,,,
90+,8854.0,15659.0,2022-06-17,,,
0-9,212588.0,199584.0,2022-06-17,,,
10-19,261958.0,281566.0,2022-06-17,,,
20-29,401617.0,442411.0,2022-06-17,,,
30-39,351254.0,391643.0,2022-06-17,,,
40-49,270942.0,311254.0,2022-06-17,,,
50-59,215363.0,236072.0,2022-06-17,,,
60-69,145222.0,147214.0,2022-06-17,,,
70-79,82492.0,74949.0,2022-06-17,,,
80-89,35368.0,36384.0,2022-06-17,,,
90+,8897.0,15735.0,2022-06-17,,,
0-9,212588.0,199584.0,2022-06-18,,,
10-19,261958.0,281566.0,2022-06-18,,,
20-29,401617.0,442411.0,2022-06-18,,,
30-39,351254.0,391643.0,2022-06-18,,,
40-49,270942.0,311254.0,2022-06-18,,,
50-59,215363.0,236072.0,2022-06-18,,,
60-69,145222.0,147214.0,2022-06-18,,,
70-79,82492.0,74949.0,2022-06-18,,,
80-89,35368.0,36384.0,2022-06-18,,,
90+,8897.0,15735.0,2022-06-18,,,
0-9,212588.0,199584.0,2022-06-19,,,
10-19,261958.0,281566.0,2022-06-19,,,
20-29,401617.0,442411.0,2022-06-19,,,
30-39,351254.0,391643.0,2022-06-19,,,
40-49,270942.0,311254.0,2022-06-19,,,
50-59,215363.0,236072.0,2022-06-19,,,
60-69,145222.0,147214.0,2022-06-19,,,
70-79,82492.0,74949.0,2022-06-19,,,
80-89,35368.0,36384.0,2022-06-19,,,
90+,8897.0,15735.0,2022-06-19,,,
0-9,212588.0,199584.0,2022-06-20,,,
10-19,261958.0,281566.0,2022-06-20,,,
20-29,401617.0,442411.0,2022-06-20,,,
30-39,351254.0,391643.0,2022-06-20,,,
40-49,270942.0,311254.0,2022-06-20,,,
50-59,215363.0,236072.0,2022-06-20,,,
60-69,145222.0,147214.0,2022-06-20,,,
70-79,82492.0,74949.0,2022-06-20,,,
80-89,35368.0,36384.0,2022-06-20,,,
90+,8897.0,15735.0,2022-06-20,,,
0-9,213849.0,200699.0,2022-06-20,,,
10-19,262985.0,282737.0,2022-06-20,,,
20-29,403525.0,444705.0,2022-06-20,,,
30-39,353597.0,394609.0,2022-06-20,,,
40-49,273067.0,313704.0,2022-06-20,,,
50-59,217438.0,238536.0,2022-06-20,,,
60-69,146947.0,149029.0,2022-06-20,,,
70-79,83612.0,76021.0,2022-06-20,,,
80-89,35938.0,37072.0,2022-06-20,,,
90+,9054.0,16079.0,2022-06-20,,,
0-9,213849.0,200699.0,2022-06-21,,,
10-19,262985.0,282737.0,2022-06-21,,,
20-29,403525.0,444705.0,2022-06-21,,,
30-39,353597.0,394609.0,2022-06-21,,,
40-49,273067.0,313704.0,2022-06-21,,,
50-59,217438.0,238536.0,2022-06-21,,,
60-69,146947.0,149029.0,2022-06-21,,,
70-79,83612.0,76021.0,2022-06-21,,,
80-89,35938.0,37072.0,2022-06-21,,,
90+,9054.0,16079.0,2022-06-21,,,
0-9,214410.0,201162.0,2022-06-21,,,
10-19,263388.0,283219.0,2022-06-21,,,
20-29,404156.0,445586.0,2022-06-21,,,
30-39,354507.0,395670.0,2022-06-21,,,
40-49,273866.0,314696.0,2022-06-21,,,
50-59,218233.0,239519.0,2022-06-21,,,
60-69,147537.0,149682.0,2022-06-21,,,
70-79,83969.0,76383.0,2022-06-21,,,
80-89,36116.0,37289.0,2022-06-21,,,
90+,9108.0,16187.0,2022-06-21,,,
0-9,214410.0,201162.0,2022-06-22,,,
10-19,263388.0,283219.0,2022-06-22,,,
20-29,404156.0,445586.0,2022-06-22,,,
30-39,354507.0,395670.0,2022-06-22,,,
40-49,273866.0,314696.0,2022-06-22,,,
50-59,218233.0,239519.0,2022-06-22,,,
60-69,147537.0,149682.0,2022-06-22,,,
70-79,83969.0,76383.0,2022-06-22,,,
80-89,36116.0,37289.0,2022-06-22,,,
90+,9108.0,16187.0,2022-06-22,,,
