Age Group,Male,Female,Date,Unnamed: 0,Hospitalisations,ICU
20-29,286974.0,307130.0,2022-04-11,,,
30-39,231834.0,255147.0,2022-04-11,,,
40-49,173423.0,196709.0,2022-04-11,,,
50-59,131581.0,141438.0,2022-04-11,,,
60-69,85168.0,85483.0,2022-04-11,,,
70-79,46198.0,41497.0,2022-04-11,,,
80-89,18779.0,19042.0,2022-04-11,,,
90+,4408.0,7604.0,2022-04-11,,,
0-9,151336.0,141902.0,2022-04-12,,,
10-19,191160.0,202944.0,2022-04-12,,,
20-29,286974.0,307130.0,2022-04-12,,,
30-39,231834.0,255147.0,2022-04-12,,,
40-49,173423.0,196709.0,2022-04-12,,,
50-59,131581.0,141438.0,2022-04-12,,,
60-69,85168.0,85483.0,2022-04-12,,,
70-79,46198.0,41497.0,2022-04-12,,,
80-89,18779.0,19042.0,2022-04-12,,,
90+,4408.0,7604.0,2022-04-12,,,
0-9,152099.0,142622.0,2022-04-12,,,
10-19,191945.0,203780.0,2022-04-12,,,
20-29,287911.0,308291.0,2022-04-12,,,
30-39,233050.0,256593.0,2022-04-12,,,
40-49,174469.0,197875.0,2022-04-12,,,
50-59,132508.0,142507.0,2022-04-12,,,
60-69,85898.0,86236.0,2022-04-12,,,
70-79,46661.0,41926.0,2022-04-12,,,
80-89,18991.0,19255.0,2022-04-12,,,
90+,4460.0,7698.0,2022-04-12,,,
0-9,152099.0,142622.0,2022-04-13,,,
10-19,191945.0,203780.0,2022-04-13,,,
20-29,287911.0,308291.0,2022-04-13,,,
30-39,233050.0,256593.0,2022-04-13,,,
40-49,174469.0,197875.0,2022-04-13,,,
50-59,132508.0,142507.0,2022-04-13,,,
60-69,85898.0,86236.0,2022-04-13,,,
70-79,46661.0,41926.0,2022-04-13,,,
80-89,18991.0,19255.0,2022-04-13,,,
90+,4460.0,7698.0,2022-04-13,,,
0-9,152983.0,143514.0,2022-04-14,,,
10-19,192917.0,204869.0,2022-04-14,,,
20-29,289427.0,310096.0,2022-04-14,,,
30-39,234783.0,258517.0,2022-04-14,,,
40-49,175836.0,199457.0,2022-04-14,,,
50-59,133857.0,143922.0,2022-04-14,,,
60-69,86914.0,87312.0,2022-04-14,,,
70-79,47310.0,42532.0,2022-04-14,,,
80-89,19266.0,19525.0,2022-04-14,,,
90+,4519.0,7808.0,2022-04-14,,,
0-9,153815.0,144328.0,2022-04-14,,,
10-19,193738.0,205815.0,2022-04-14,,,
20-29,290923.0,312009.0,2022-04-14,,,
30-39,236532.0,260468.0,2022-04-14,,,
40-49,177172.0,200975.0,2022-04-14,,,
50-59,135064.0,145315.0,2022-04-14,,,
60-69,87893.0,88298.0,2022-04-14,,,
70-79,47927.0,43121.0,2022-04-14,,,
80-89,19549.0,19765.0,2022-04-14,,,
90+,4579.0,7904.0,2022-04-14,,,
0-9,153815.0,144328.0,2022-04-15,,,
10-19,193738.0,205815.0,2022-04-15,,,
20-29,290923.0,312009.0,2022-04-15,,,
30-39,236532.0,260468.0,2022-04-15,,,
40-49,177172.0,200975.0,2022-04-15,,,
50-59,135064.0,145315.0,2022-04-15,,,
60-69,87893.0,88298.0,2022-04-15,,,
70-79,47927.0,43121.0,2022-04-15,,,
80-89,19549.0,19765.0,2022-04-15,,,
90+,4579.0,7904.0,2022-04-15,,,
0-9,153815.0,144328.0,2022-04-16,,,
10-19,193738.0,205815.0,2022-04-16,,,
20-29,290923.0,312009.0,2022-04-16,,,
30-39,236532.0,260468.0,2022-04-16,,,
40-49,177172.0,200975.0,2022-04-16,,,
50-59,135064.0,145315.0,2022-04-16,,,
60-69,87893.0,88298.0,2022-04-16,,,
70-79,47927.0,43121.0,2022-04-16,,,
80-89,19549.0,19765.0,2022-04-16,,,
90+,4579.0,7904.0,2022-04-16,,,
0-9,153815.0,144328.0,2022-04-17,,,
10-19,193738.0,205815.0,2022-04-17,,,
20-29,290923.0,312009.0,2022-04-17,,,
30-39,236532.0,260468.0,2022-04-17,,,
40-49,177172.0,200975.0,2022-04-17,,,
50-59,135064.0,145315.0,2022-04-17,,,
60-69,87893.0,88298.0,2022-04-17,,,
70-79,47927.0,43121.0,2022-04-17,,,
80-89,19549.0,19765.0,2022-04-17,,,
90+,4579.0,7904.0,2022-04-17,,,
0-9,153815.0,144328.0,2022-04-18,,,
10-19,193738.0,205815.0,2022-04-18,,,
20-29,290923.0,312009.0,2022-04-18,,,
30-39,236532.0,260468.0,2022-04-18,,,
40-49,177172.0,200975.0,2022-04-18,,,
50-59,135064.0,145315.0,2022-04-18,,,
60-69,87893.0,88298.0,2022-04-18,,,
70-79,47927.0,43121.0,2022-04-18,,,
80-89,19549.0,19765.0,2022-04-18,,,
90+,4579.0,7904.0,2022-04-18,,,
0-9,153815.0,144328.0,2022-04-19,,,
10-19,193738.0,205815.0,2022-04-19,,,
20-29,290923.0,312009.0,2022-04-19,,,
30-39,236532.0,260468.0,2022-04-19,,,
40-49,177172.0,200975.0,2022-04-19,,,
50-59,135064.0,145315.0,2022-04-19,,,
60-69,87893.0,88298.0,2022-04-19,,,
70-79,47927.0,43121.0,2022-04-19,,,
80-89,19549.0,19765.0,2022-04-19,,,
90+,4579.0,7904.0,2022-04-19,,,
0-9,156821.0,147123.0,2022-04-19,,,
10-19,196237.0,208716.0,2022-04-19,,,
20-29,295332.0,317258.0,2022-04-19,,,
30-39,241761.0,266636.0,2022-04-19,,,
40-49,181518.0,206026.0,2022-04-19,,,
50-59,138982.0,149773.0,2022-04-19,,,
60-69,91335.0,91748.0,2022-04-19,,,
70-79,50200.0,45222.0,2022-04-19,,,
80-89,20539.0,20813.0,2022-04-19,,,
90+,4829.0,8364.0,2022-04-19,,,
0-9,156821.0,147123.0,2022-04-20,,,
10-19,196237.0,208716.0,2022-04-20,,,
20-29,295332.0,317258.0,2022-04-20,,,
30-39,241761.0,266636.0,2022-04-20,,,
40-49,181518.0,206026.0,2022-04-20,,,
50-59,138982.0,149773.0,2022-04-20,,,
60-69,91335.0,91748.0,2022-04-20,,,
70-79,50200.0,45222.0,2022-04-20,,,
80-89,20539.0,20813.0,2022-04-20,,,
90+,4829.0,8364.0,2022-04-20,,,
0-9,157521.0,147811.0,2022-04-20,,,
10-19,196817.0,209342.0,2022-04-20,,,
20-29,296627.0,318773.0,2022-04-20,,,
30-39,243203.0,268379.0,2022-04-20,,,
40-49,182659.0,207319.0,2022-04-20,,,
50-59,140007.0,150936.0,2022-04-20,,,
60-69,92182.0,92636.0,2022-04-20,,,
70-79,50747.0,45707.0,2022-04-20,,,
80-89,20751.0,21002.0,2022-04-20,,,
90+,4874.0,8451.0,2022-04-20,,,
0-9,157521.0,147811.0,2022-04-21,,,
10-19,196817.0,209342.0,2022-04-21,,,
20-29,296627.0,318773.0,2022-04-21,,,
30-39,243203.0,268379.0,2022-04-21,,,
40-49,182659.0,207319.0,2022-04-21,,,
50-59,140007.0,150936.0,2022-04-21,,,
60-69,92182.0,92636.0,2022-04-21,,,
70-79,50747.0,45707.0,2022-04-21,,,
80-89,20751.0,21002.0,2022-04-21,,,
90+,4874.0,8451.0,2022-04-21,,,
0-9,161175.0,151326.0,2022-04-21,,,
10-19,201198.0,214041.0,2022-04-21,,,
20-29,303129.0,325745.0,2022-04-21,,,
30-39,248951.0,274812.0,2022-04-21,,,
40-49,187177.0,212243.0,2022-04-21,,,
50-59,143468.0,154505.0,2022-04-21,,,
60-69,94382.0,94753.0,2022-04-21,,,
70-79,51910.0,46727.0,2022-04-21,,,
80-89,21258.0,21490.0,2022-04-21,,,
90+,4981.0,8653.0,2022-04-21,,,
0-9,161175.0,151326.0,2022-04-22,,,
10-19,201198.0,214041.0,2022-04-22,,,
20-29,303129.0,325745.0,2022-04-22,,,
30-39,248951.0,274812.0,2022-04-22,,,
40-49,187177.0,212243.0,2022-04-22,,,
50-59,143468.0,154505.0,2022-04-22,,,
60-69,94382.0,94753.0,2022-04-22,,,
70-79,51910.0,46727.0,2022-04-22,,,
80-89,21258.0,21490.0,2022-04-22,,,
90+,4981.0,8653.0,2022-04-22,,,
0-9,161751.0,151892.0,2022-04-22,,,
10-19,201754.0,214655.0,2022-04-22,,,
20-29,304551.0,327424.0,2022-04-22,,,
30-39,250531.0,276575.0,2022-04-22,,,
40-49,188300.0,213609.0,2022-04-22,,,
50-59,144576.0,155837.0,2022-04-22,,,
60-69,95241.0,95681.0,2022-04-22,,,
70-79,52506.0,47258.0,2022-04-22,,,
80-89,21470.0,21719.0,2022-04-22,,,
90+,5054.0,8762.0,2022-04-22,,,
0-9,161751.0,151892.0,2022-04-23,,,
10-19,201754.0,214655.0,2022-04-23,,,
20-29,304551.0,327424.0,2022-04-23,,,
30-39,250531.0,276575.0,2022-04-23,,,
40-49,188300.0,213609.0,2022-04-23,,,
50-59,144576.0,155837.0,2022-04-23,,,
60-69,95241.0,95681.0,2022-04-23,,,
70-79,52506.0,47258.0,2022-04-23,,,
80-89,21470.0,21719.0,2022-04-23,,,
90+,5054.0,8762.0,2022-04-23,,,
0-9,161751.0,151892.0,2022-04-24,,,
10-19,201754.0,214655.0,2022-04-24,,,
20-29,304551.0,327424.0,2022-04-24,,,
30-39,250531.0,276575.0,2022-04-24,,,
40-49,188300.0,213609.0,2022-04-24,,,
50-59,144576.0,155837.0,2022-04-24,,,
60-69,95241.0,95681.0,2022-04-24,,,
70-79,52506.0,47258.0,2022-04-24,,,
80-89,21470.0,21719.0,2022-04-24,,,
90+,5054.0,8762.0,2022-04-24,,,
0-9,161751.0,151892.0,2022-04-25,,,
10-19,201754.0,214655.0,2022-04-25,,,
20-29,304551.0,327424.0,2022-04-25,,,
30-39,250531.0,276575.0,2022-04-25,,,
40-49,188300.0,213609.0,2022-04-25,,,
50-59,144576.0,155837.0,2022-04-25,,,
60-69,95241.0,95681.0,2022-04-25,,,
70-79,52506.0,47258.0,2022-04-25,,,
80-89,21470.0,21719.0,2022-04-25,,,
90+,5054.0,8762.0,2022-04-25,,,
0-9,161751.0,151892.0,2022-04-26,,,
10-19,201754.0,214655.0,2022-04-26,,,
20-29,304551.0,327424.0,2022-04-26,,,
30-39,250531.0,276575.0,2022-04-26,,,
40-49,188300.0,213609.0,2022-04-26,,,
50-59,144576.0,155837.0,2022-04-26,,,
60-69,95241.0,95681.0,2022-04-26,,,
70-79,52506.0,47258.0,2022-04-26,,,
80-89,21470.0,21719.0,2022-04-26,,,
90+,5054.0,8762.0,2022-04-26,,,
0-9,164156.0,154202.0,2022-04-26,,,
10-19,204285.0,217562.0,2022-04-26,,,
20-29,309617.0,333207.0,2022-04-26,,,
30-39,255371.0,282168.0,2022-04-26,,,
40-49,192314.0,218340.0,2022-04-26,,,
50-59,148279.0,160221.0,2022-04-26,,,
60-69,98281.0,98832.0,2022-04-26,,,
70-79,54502.0,49124.0,2022-04-26,,,
80-89,22398.0,22601.0,2022-04-26,,,
90+,5271.0,9166.0,2022-04-26,,,
0-9,164156.0,154202.0,2022-04-27,,,
10-19,204285.0,217562.0,2022-04-27,,,
20-29,309617.0,333207.0,2022-04-27,,,
30-39,255371.0,282168.0,2022-04-27,,,
40-49,192314.0,218340.0,2022-04-27,,,
50-59,148279.0,160221.0,2022-04-27,,,
60-69,98281.0,98832.0,2022-04-27,,,
70-79,54502.0,49124.0,2022-04-27,,,
80-89,22398.0,22601.0,2022-04-27,,,
90+,5271.0,9166.0,2022-04-27,,,
0-9,164611.0,154619.0,2022-04-27,,,
10-19,204874.0,218276.0,2022-04-27,,,
20-29,310481.0,334282.0,2022-04-27,,,
30-39,256249.0,283153.0,2022-04-27,,,
40-49,193071.0,219271.0,2022-04-27,,,
50-59,148974.0,161046.0,2022-04-27,,,
60-69,98865.0,99434.0,2022-04-27,,,
70-79,54843.0,49441.0,2022-04-27,,,
80-89,22577.0,22756.0,2022-04-27,,,
90+,5304.0,9256.0,2022-04-27,,,
0-9,164611.0,154619.0,2022-04-28,,,
10-19,204874.0,218276.0,2022-04-28,,,
20-29,310481.0,334282.0,2022-04-28,,,
30-39,256249.0,283153.0,2022-04-28,,,
40-49,193071.0,219271.0,2022-04-28,,,
50-59,148974.0,161046.0,2022-04-28,,,
60-69,98865.0,99434.0,2022-04-28,,,
70-79,54843.0,49441.0,2022-04-28,,,
80-89,22577.0,22756.0,2022-04-28,,,
90+,5304.0,9256.0,2022-04-28,,,
0-9,165303.0,155211.0,2022-04-28,,,
10-19,205577.0,218991.0,2022-04-28,,,
20-29,311935.0,336099.0,2022-04-28,,,
30-39,257794.0,284927.0,2022-04-28,,,
40-49,194285.0,220691.0,2022-04-28,,,
50-59,150186.0,162508.0,2022-04-28,,,
60-69,99739.0,100384.0,2022-04-28,,,
70-79,55367.0,49962.0,2022-04-28,,,
80-89,22802.0,23023.0,2022-04-28,,,
90+,5375.0,9356.0,2022-04-28,,,
0-9,165303.0,155211.0,2022-04-29,,,
10-19,205577.0,218991.0,2022-04-29,,,
20-29,311935.0,336099.0,2022-04-29,,,
30-39,257794.0,284927.0,2022-04-29,,,
40-49,194285.0,220691.0,2022-04-29,,,
50-59,150186.0,162508.0,2022-04-29,,,
60-69,99739.0,100384.0,2022-04-29,,,
70-79,55367.0,49962.0,2022-04-29,,,
80-89,22802.0,23023.0,2022-04-29,,,
90+,5375.0,9356.0,2022-04-29,,,
0-9,166015.0,155956.0,2022-04-29,,,
10-19,206323.0,219957.0,2022-04-29,,,
20-29,313994.0,338650.0,2022-04-29,,,
30-39,259738.0,287153.0,2022-04-29,,,
40-49,195790.0,222362.0,2022-04-29,,,
50-59,151622.0,164240.0,2022-04-29,,,
60-69,100786.0,101562.0,2022-04-29,,,
70-79,56065.0,50597.0,2022-04-29,,,
80-89,23082.0,23292.0,2022-04-29,,,
90+,5445.0,9435.0,2022-04-29,,,
0-9,166015.0,155956.0,2022-04-30,,,
10-19,206323.0,219957.0,2022-04-30,,,
20-29,313994.0,338650.0,2022-04-30,,,
30-39,259738.0,287153.0,2022-04-30,,,
40-49,195790.0,222362.0,2022-04-30,,,
50-59,151622.0,164240.0,2022-04-30,,,
60-69,100786.0,101562.0,2022-04-30,,,
70-79,56065.0,50597.0,2022-04-30,,,
80-89,23082.0,23292.0,2022-04-30,,,
90+,5445.0,9435.0,2022-04-30,,,
0-9,166015.0,155956.0,2022-05-01,,,
10-19,206323.0,219957.0,2022-05-01,,,
20-29,313994.0,338650.0,2022-05-01,,,
30-39,259738.0,287153.0,2022-05-01,,,
40-49,195790.0,222362.0,2022-05-01,,,
50-59,151622.0,164240.0,2022-05-01,,,
60-69,100786.0,101562.0,2022-05-01,,,
70-79,56065.0,50597.0,2022-05-01,,,
80-89,23082.0,23292.0,2022-05-01,,,
90+,5445.0,9435.0,2022-05-01,,,
0-9,166015.0,155956.0,2022-05-02,,,
10-19,206323.0,219957.0,2022-05-02,,,
20-29,313994.0,338650.0,2022-05-02,,,
30-39,259738.0,287153.0,2022-05-02,,,
40-49,195790.0,222362.0,2022-05-02,,,
50-59,151622.0,164240.0,2022-05-02,,,
60-69,100786.0,101562.0,2022-05-02,,,
70-79,56065.0,50597.0,2022-05-02,,,
80-89,23082.0,23292.0,2022-05-02,,,
90+,5445.0,9435.0,2022-05-02,,,
0-9,167536.0,157389.0,2022-05-02,,,
10-19,207752.0,221585.0,2022-05-02,,,
20-29,317007.0,342276.0,2022-05-02,,,
30-39,262966.0,290773.0,2022-05-02,,,
40-49,198230.0,225353.0,2022-05-02,,,
50-59,154067.0,167221.0,2022-05-02,,,
60-69,102894.0,103684.0,2022-05-02,,,
70-79,57464.0,51887.0,2022-05-02,,,
80-89,23735.0,23939.0,2022-05-02,,,
90+,5615.0,9748.0,2022-05-02,,,
0-9,167536.0,157389.0,2022-05-03,,,
10-19,207752.0,221585.0,2022-05-03,,,
20-29,317007.0,342276.0,2022-05-03,,,
30-39,262966.0,290773.0,2022-05-03,,,
40-49,198230.0,225353.0,2022-05-03,,,
50-59,154067.0,167221.0,2022-05-03,,,
60-69,102894.0,103684.0,2022-05-03,,,
70-79,57464.0,51887.0,2022-05-03,,,
80-89,23735.0,23939.0,2022-05-03,,,
90+,5615.0,9748.0,2022-05-03,,,
0-9,168317.0,158122.0,2022-05-03,,,
10-19,208573.0,222491.0,2022-05-03,,,
20-29,318470.0,343955.0,2022-05-03,,,
30-39,264459.0,292525.0,2022-05-03,,,
40-49,199359.0,226686.0,2022-05-03,,,
50-59,155176.0,168405.0,2022-05-03,,,
60-69,103734.0,104455.0,2022-05-03,,,
70-79,57972.0,52343.0,2022-05-03,,,
80-89,23966.0,24189.0,2022-05-03,,,
90+,5672.0,9857.0,2022-05-03,,,
0-9,168317.0,158122.0,2022-05-04,,,
10-19,208573.0,222491.0,2022-05-04,,,
20-29,318470.0,343955.0,2022-05-04,,,
30-39,264459.0,292525.0,2022-05-04,,,
40-49,199359.0,226686.0,2022-05-04,,,
50-59,155176.0,168405.0,2022-05-04,,,
60-69,103734.0,104455.0,2022-05-04,,,
70-79,57972.0,52343.0,2022-05-04,,,
80-89,23966.0,24189.0,2022-05-04,,,
90+,5672.0,9857.0,2022-05-04,,,
0-9,168830.0,158574.0,2022-05-04,,,
10-19,209103.0,223109.0,2022-05-04,,,
20-29,319375.0,345169.0,2022-05-04,,,
30-39,265506.0,293761.0,2022-05-04,,,
40-49,200231.0,227683.0,2022-05-04,,,
50-59,155992.0,169425.0,2022-05-04,,,
60-69,104379.0,105158.0,2022-05-04,,,
70-79,58417.0,52755.0,2022-05-04,,,
80-89,24190.0,24384.0,2022-05-04,,,
90+,5718.0,9943.0,2022-05-04,,,
0-9,168830.0,158574.0,2022-05-05,,,
10-19,209103.0,223109.0,2022-05-05,,,
20-29,319375.0,345169.0,2022-05-05,,,
30-39,265506.0,293761.0,2022-05-05,,,
40-49,200231.0,227683.0,2022-05-05,,,
50-59,155992.0,169425.0,2022-05-05,,,
60-69,104379.0,105158.0,2022-05-05,,,
70-79,58417.0,52755.0,2022-05-05,,,
80-89,24190.0,24384.0,2022-05-05,,,
90+,5718.0,9943.0,2022-05-05,,,
0-9,169720.0,159409.0,2022-05-05,,,
10-19,210040.0,224277.0,2022-05-05,,,
20-29,320994.0,347284.0,2022-05-05,,,
30-39,267194.0,295773.0,2022-05-05,,,
40-49,201520.0,229385.0,2022-05-05,,,
50-59,157184.0,170863.0,2022-05-05,,,
60-69,105317.0,106071.0,2022-05-05,,,
70-79,58961.0,53278.0,2022-05-05,,,
80-89,24442.0,24616.0,2022-05-05,,,
90+,5772.0,10033.0,2022-05-05,,,
0-9,169720.0,159409.0,2022-05-06,,,
10-19,210040.0,224277.0,2022-05-06,,,
20-29,320994.0,347284.0,2022-05-06,,,
30-39,267194.0,295773.0,2022-05-06,,,
40-49,201520.0,229385.0,2022-05-06,,,
50-59,157184.0,170863.0,2022-05-06,,,
60-69,105317.0,106071.0,2022-05-06,,,
70-79,58961.0,53278.0,2022-05-06,,,
80-89,24442.0,24616.0,2022-05-06,,,
90+,5772.0,10033.0,2022-05-06,,,
0-9,170328.0,159994.0,2022-05-06,,,
10-19,210732.0,225048.0,2022-05-06,,,
20-29,322238.0,348864.0,2022-05-06,,,
30-39,268436.0,297265.0,2022-05-06,,,
40-49,202531.0,230665.0,2022-05-06,,,
50-59,158133.0,171971.0,2022-05-06,,,
60-69,106029.0,106872.0,2022-05-06,,,
70-79,59441.0,53684.0,2022-05-06,,,
80-89,24664.0,24833.0,2022-05-06,,,
90+,5813.0,10115.0,2022-05-06,,,
0-9,170328.0,159994.0,2022-05-07,,,
10-19,210732.0,225048.0,2022-05-07,,,
20-29,322238.0,348864.0,2022-05-07,,,
30-39,268436.0,297265.0,2022-05-07,,,
40-49,202531.0,230665.0,2022-05-07,,,
50-59,158133.0,171971.0,2022-05-07,,,
60-69,106029.0,106872.0,2022-05-07,,,
70-79,59441.0,53684.0,2022-05-07,,,
80-89,24664.0,24833.0,2022-05-07,,,
90+,5813.0,10115.0,2022-05-07,,,
0-9,170328.0,159994.0,2022-05-08,,,
10-19,210732.0,225048.0,2022-05-08,,,
20-29,322238.0,348864.0,2022-05-08,,,
30-39,268436.0,297265.0,2022-05-08,,,
40-49,202531.0,230665.0,2022-05-08,,,
50-59,158133.0,171971.0,2022-05-08,,,
60-69,106029.0,106872.0,2022-05-08,,,
70-79,59441.0,53684.0,2022-05-08,,,
80-89,24664.0,24833.0,2022-05-08,,,
90+,5813.0,10115.0,2022-05-08,,,
0-9,170328.0,159994.0,2022-05-09,,,
10-19,210732.0,225048.0,2022-05-09,,,
20-29,322238.0,348864.0,2022-05-09,,,
30-39,268436.0,297265.0,2022-05-09,,,
40-49,202531.0,230665.0,2022-05-09,,,
50-59,158133.0,171971.0,2022-05-09,,,
60-69,106029.0,106872.0,2022-05-09,,,
70-79,59441.0,53684.0,2022-05-09,,,
80-89,24664.0,24833.0,2022-05-09,,,
90+,5813.0,10115.0,2022-05-09,,,
0-9,171868.0,161348.0,2022-05-09,,,
10-19,212143.0,226475.0,2022-05-09,,,
20-29,324344.0,351332.0,2022-05-09,,,
30-39,271029.0,300419.0,2022-05-09,,,
40-49,204726.0,233241.0,2022-05-09,,,
50-59,160223.0,174352.0,2022-05-09,,,
60-69,107751.0,108845.0,2022-05-09,,,
70-79,60714.0,54882.0,2022-05-09,,,
80-89,25244.0,25441.0,2022-05-09,,,
90+,5943.0,10352.0,2022-05-09,,,
0-9,171868.0,161348.0,2022-05-10,,,
10-19,212143.0,226475.0,2022-05-10,,,
20-29,324344.0,351332.0,2022-05-10,,,
30-39,271029.0,300419.0,2022-05-10,,,
40-49,204726.0,233241.0,2022-05-10,,,
50-59,160223.0,174352.0,2022-05-10,,,
60-69,107751.0,108845.0,2022-05-10,,,
70-79,60714.0,54882.0,2022-05-10,,,
80-89,25244.0,25441.0,2022-05-10,,,
90+,5943.0,10352.0,2022-05-10,,,
0-9,172388.0,161832.0,2022-05-10,,,
10-19,212684.0,227049.0,2022-05-10,,,
20-29,325052.0,352281.0,2022-05-10,,,
30-39,271924.0,301449.0,2022-05-10,,,
40-49,205464.0,234114.0,2022-05-10,,,
50-59,160889.0,175123.0,2022-05-10,,,
60-69,108318.0,109411.0,2022-05-10,,,
70-79,61101.0,55219.0,2022-05-10,,,
80-89,25442.0,25615.0,2022-05-10,,,
90+,5998.0,10463.0,2022-05-10,,,
0-9,172388.0,161832.0,2022-05-11,,,
10-19,212684.0,227049.0,2022-05-11,,,
20-29,325052.0,352281.0,2022-05-11,,,
30-39,271924.0,301449.0,2022-05-11,,,
40-49,205464.0,234114.0,2022-05-11,,,
50-59,160889.0,175123.0,2022-05-11,,,
60-69,108318.0,109411.0,2022-05-11,,,
70-79,61101.0,55219.0,2022-05-11,,,
80-89,25442.0,25615.0,2022-05-11,,,
90+,5998.0,10463.0,2022-05-11,,,
0-9,172983.0,162466.0,2022-05-11,,,
10-19,213307.0,227800.0,2022-05-11,,,
20-29,325910.0,353402.0,2022-05-11,,,
30-39,273073.0,302801.0,2022-05-11,,,
40-49,206461.0,235352.0,2022-05-11,,,
50-59,161789.0,176192.0,2022-05-11,,,
60-69,109032.0,110123.0,2022-05-11,,,
70-79,61543.0,55601.0,2022-05-11,,,
80-89,25667.0,25804.0,2022-05-11,,,
90+,6036.0,10544.0,2022-05-11,,,
0-9,172983.0,162466.0,2022-05-12,,,
10-19,213307.0,227800.0,2022-05-12,,,
20-29,325910.0,353402.0,2022-05-12,,,
30-39,273073.0,302801.0,2022-05-12,,,
40-49,206461.0,235352.0,2022-05-12,,,
50-59,161789.0,176192.0,2022-05-12,,,
60-69,109032.0,110123.0,2022-05-12,,,
70-79,61543.0,55601.0,2022-05-12,,,
80-89,25667.0,25804.0,2022-05-12,,,
90+,6036.0,10544.0,2022-05-12,,,
0-9,174640.0,164036.0,2022-05-12,,,
10-19,215175.0,229953.0,2022-05-12,,,
20-29,327969.0,356161.0,2022-05-12,,,
30-39,275696.0,305927.0,2022-05-12,,,
40-49,208596.0,238278.0,2022-05-12,,,
50-59,163682.0,178339.0,2022-05-12,,,
60-69,110348.0,111550.0,2022-05-12,,,
70-79,62346.0,56417.0,2022-05-12,,,
80-89,26029.0,26150.0,2022-05-12,,,
90+,6123.0,10690.0,2022-05-12,,,
0-9,174640.0,164036.0,2022-05-13,,,
10-19,215175.0,229953.0,2022-05-13,,,
20-29,327969.0,356161.0,2022-05-13,,,
30-39,275696.0,305927.0,2022-05-13,,,
40-49,208596.0,238278.0,2022-05-13,,,
50-59,163682.0,178339.0,2022-05-13,,,
60-69,110348.0,111550.0,2022-05-13,,,
70-79,62346.0,56417.0,2022-05-13,,,
80-89,26029.0,26150.0,2022-05-13,,,
90+,6123.0,10690.0,2022-05-13,,,
0-9,175210.0,164573.0,2022-05-13,,,
10-19,215691.0,230537.0,2022-05-13,,,
20-29,328774.0,357249.0,2022-05-13,,,
30-39,276774.0,307227.0,2022-05-13,,,
40-49,209507.0,239444.0,2022-05-13,,,
50-59,164539.0,179315.0,2022-05-13,,,
60-69,111027.0,112324.0,2022-05-13,,,
70-79,62831.0,56871.0,2022-05-13,,,
80-89,26246.0,26397.0,2022-05-13,,,
90+,6181.0,10800.0,2022-05-13,,,
0-9,175210.0,164573.0,2022-05-14,,,
10-19,215691.0,230537.0,2022-05-14,,,
20-29,328774.0,357249.0,2022-05-14,,,
30-39,276774.0,307227.0,2022-05-14,,,
40-49,209507.0,239444.0,2022-05-14,,,
50-59,164539.0,179315.0,2022-05-14,,,
60-69,111027.0,112324.0,2022-05-14,,,
70-79,62831.0,56871.0,2022-05-14,,,
80-89,26246.0,26397.0,2022-05-14,,,
90+,6181.0,10800.0,2022-05-14,,,
0-9,175210.0,164573.0,2022-05-15,,,
10-19,215691.0,230537.0,2022-05-15,,,
20-29,328774.0,357249.0,2022-05-15,,,
30-39,276774.0,307227.0,2022-05-15,,,
40-49,209507.0,239444.0,2022-05-15,,,
50-59,164539.0,179315.0,2022-05-15,,,
60-69,111027.0,112324.0,2022-05-15,,,
70-79,62831.0,56871.0,2022-05-15,,,
80-89,26246.0,26397.0,2022-05-15,,,
90+,6181.0,10800.0,2022-05-15,,,
0-9,175210.0,164573.0,2022-05-16,,,
10-19,215691.0,230537.0,2022-05-16,,,
20-29,328774.0,357249.0,2022-05-16,,,
30-39,276774.0,307227.0,2022-05-16,,,
40-49,209507.0,239444.0,2022-05-16,,,
50-59,164539.0,179315.0,2022-05-16,,,
60-69,111027.0,112324.0,2022-05-16,,,
70-79,62831.0,56871.0,2022-05-16,,,
80-89,26246.0,26397.0,2022-05-16,,,
90+,6181.0,10800.0,2022-05-16,,,
0-9,176576.0,165859.0,2022-05-16,,,
10-19,217165.0,232092.0,2022-05-16,,,
20-29,330457.0,359387.0,2022-05-16,,,
30-39,278880.0,309932.0,2022-05-16,,,
40-49,211459.0,241828.0,2022-05-16,,,
50-59,166297.0,181348.0,2022-05-16,,,
60-69,112429.0,113907.0,2022-05-16,,,
70-79,63797.0,57827.0,2022-05-16,,,
80-89,26690.0,26897.0,2022-05-16,,,
90+,6319.0,11020.0,2022-05-16,,,
0-9,176576.0,165859.0,2022-05-17,,,
10-19,217165.0,232092.0,2022-05-17,,,
20-29,330457.0,359387.0,2022-05-17,,,
30-39,278880.0,309932.0,2022-05-17,,,
40-49,211459.0,241828.0,2022-05-17,,,
50-59,166297.0,181348.0,2022-05-17,,,
60-69,112429.0,113907.0,2022-05-17,,,
70-79,63797.0,57827.0,2022-05-17,,,
80-89,26690.0,26897.0,2022-05-17,,,
90+,6319.0,11020.0,2022-05-17,,,
0-9,180124.0,169150.0,2022-05-17,,,
10-19,223796.0,240072.0,2022-05-17,,,
20-29,352422.0,384171.0,2022-05-17,,,
30-39,296215.0,326841.0,2022-05-17,,,
40-49,223036.0,254217.0,2022-05-17,,,
50-59,175557.0,190928.0,2022-05-17,,,
