Age Group,Male,Female,Date,Jurisdiction,7-day rolling average of COVID-19 hospitalisations as at 20 Sep 2022,7-day rolling average COVID-19 ICU cases as at 20 Sep 2022,7-day rolling average of COVID-19 hospitalisations as at 27 Sep 2022,7-day rolling average COVID-19 ICU cases as at 27 Sep 2022,7-day rolling average of COVID-19 hospitalisations as at 04 Oct 2022,7-day rolling average COVID-19 ICU cases as at 04 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 11 Oct 2022,7-day rolling average COVID-19 ICU cases as at 11 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 18 Oct 2022,7-day rolling average COVID-19 ICU cases as at 18 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 25 Oct 2022,7-day rolling average COVID-19 ICU cases as at 25 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 01 Nov 2022,7-day rolling average COVID-19 ICU cases as at 01 Nov 2022,7-day rolling average of COVID-19 hospitalisations as at 08 Nov 2022,7-day rolling average COVID-19 ICU cases as at 08 Nov 2022
90+,948.0,1163.0,2022-06-04,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-05,,,,,,,,,,,,,,,,,
10-19,3.0,3.0,2022-06-05,,,,,,,,,,,,,,,,,
20-29,14.0,10.0,2022-06-05,,,,,,,,,,,,,,,,,
30-39,43.0,26.0,2022-06-05,,,,,,,,,,,,,,,,,
40-49,81.0,49.0,2022-06-05,,,,,,,,,,,,,,,,,
50-59,210.0,127.0,2022-06-05,,,,,,,,,,,,,,,,,
60-69,493.0,269.0,2022-06-05,,,,,,,,,,,,,,,,,
70-79,1101.0,581.0,2022-06-05,,,,,,,,,,,,,,,,,
80-89,1705.0,1202.0,2022-06-05,,,,,,,,,,,,,,,,,
90+,948.0,1163.0,2022-06-05,,,,,,,,,,,,,,,,,
30-39,43.0,26.0,2022-06-06,,,,,,,,,,,,,,,,,
60-69,493.0,269.0,2022-06-06,,,,,,,,,,,,,,,,,
70-79,1101.0,581.0,2022-06-06,,,,,,,,,,,,,,,,,
80-89,1705.0,1202.0,2022-06-06,,,,,,,,,,,,,,,,,
90+,948.0,1163.0,2022-06-06,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-06,,,,,,,,,,,,,,,,,
10-19,3.0,3.0,2022-06-06,,,,,,,,,,,,,,,,,
20-29,14.0,10.0,2022-06-06,,,,,,,,,,,,,,,,,
30-39,44.0,26.0,2022-06-06,,,,,,,,,,,,,,,,,
40-49,81.0,49.0,2022-06-06,,,,,,,,,,,,,,,,,
50-59,210.0,127.0,2022-06-06,,,,,,,,,,,,,,,,,
60-69,496.0,275.0,2022-06-06,,,,,,,,,,,,,,,,,
70-79,1109.0,584.0,2022-06-06,,,,,,,,,,,,,,,,,
80-89,1721.0,1219.0,2022-06-06,,,,,,,,,,,,,,,,,
90+,960.0,1184.0,2022-06-06,,,,,,,,,,,,,,,,,
30-39,44.0,26.0,2022-06-07,,,,,,,,,,,,,,,,,
50-59,210.0,127.0,2022-06-07,,,,,,,,,,,,,,,,,
60-69,496.0,275.0,2022-06-07,,,,,,,,,,,,,,,,,
70-79,1109.0,584.0,2022-06-07,,,,,,,,,,,,,,,,,
80-89,1721.0,1219.0,2022-06-07,,,,,,,,,,,,,,,,,
90+,960.0,1184.0,2022-06-07,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-07,,,,,,,,,,,,,,,,,
10-19,3.0,3.0,2022-06-07,,,,,,,,,,,,,,,,,
20-29,14.0,10.0,2022-06-07,,,,,,,,,,,,,,,,,
30-39,45.0,26.0,2022-06-07,,,,,,,,,,,,,,,,,
40-49,81.0,49.0,2022-06-07,,,,,,,,,,,,,,,,,
50-59,210.0,128.0,2022-06-07,,,,,,,,,,,,,,,,,
60-69,498.0,276.0,2022-06-07,,,,,,,,,,,,,,,,,
70-79,1112.0,585.0,2022-06-07,,,,,,,,,,,,,,,,,
80-89,1724.0,1227.0,2022-06-07,,,,,,,,,,,,,,,,,
90+,962.0,1191.0,2022-06-07,,,,,,,,,,,,,,,,,
60-69,498.0,276.0,2022-06-08,,,,,,,,,,,,,,,,,
70-79,1112.0,585.0,2022-06-08,,,,,,,,,,,,,,,,,
80-89,1724.0,1227.0,2022-06-08,,,,,,,,,,,,,,,,,
90+,962.0,1191.0,2022-06-08,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-08,,,,,,,,,,,,,,,,,
10-19,3.0,3.0,2022-06-08,,,,,,,,,,,,,,,,,
20-29,14.0,10.0,2022-06-08,,,,,,,,,,,,,,,,,
30-39,45.0,26.0,2022-06-08,,,,,,,,,,,,,,,,,
40-49,81.0,49.0,2022-06-08,,,,,,,,,,,,,,,,,
50-59,210.0,128.0,2022-06-08,,,,,,,,,,,,,,,,,
60-69,501.0,278.0,2022-06-08,,,,,,,,,,,,,,,,,
70-79,1116.0,585.0,2022-06-08,,,,,,,,,,,,,,,,,
80-89,1736.0,1236.0,2022-06-08,,,,,,,,,,,,,,,,,
90+,968.0,1199.0,2022-06-08,,,,,,,,,,,,,,,,,
60-69,501.0,278.0,2022-06-09,,,,,,,,,,,,,,,,,
70-79,1116.0,585.0,2022-06-09,,,,,,,,,,,,,,,,,
80-89,1736.0,1236.0,2022-06-09,,,,,,,,,,,,,,,,,
90+,968.0,1199.0,2022-06-09,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-09,,,,,,,,,,,,,,,,,
10-19,3.0,3.0,2022-06-09,,,,,,,,,,,,,,,,,
20-29,14.0,10.0,2022-06-09,,,,,,,,,,,,,,,,,
30-39,45.0,26.0,2022-06-09,,,,,,,,,,,,,,,,,
40-49,81.0,49.0,2022-06-09,,,,,,,,,,,,,,,,,
50-59,210.0,128.0,2022-06-09,,,,,,,,,,,,,,,,,
60-69,502.0,279.0,2022-06-09,,,,,,,,,,,,,,,,,
70-79,1125.0,589.0,2022-06-09,,,,,,,,,,,,,,,,,
80-89,1748.0,1243.0,2022-06-09,,,,,,,,,,,,,,,,,
90+,974.0,1211.0,2022-06-09,,,,,,,,,,,,,,,,,
20-29,14.0,10.0,2022-06-10,,,,,,,,,,,,,,,,,
40-49,81.0,49.0,2022-06-10,,,,,,,,,,,,,,,,,
50-59,210.0,128.0,2022-06-10,,,,,,,,,,,,,,,,,
60-69,502.0,279.0,2022-06-10,,,,,,,,,,,,,,,,,
70-79,1125.0,589.0,2022-06-10,,,,,,,,,,,,,,,,,
80-89,1748.0,1243.0,2022-06-10,,,,,,,,,,,,,,,,,
90+,974.0,1211.0,2022-06-10,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-10,,,,,,,,,,,,,,,,,
10-19,3.0,3.0,2022-06-10,,,,,,,,,,,,,,,,,
20-29,14.0,11.0,2022-06-10,,,,,,,,,,,,,,,,,
30-39,45.0,26.0,2022-06-10,,,,,,,,,,,,,,,,,
40-49,82.0,49.0,2022-06-10,,,,,,,,,,,,,,,,,
50-59,213.0,128.0,2022-06-10,,,,,,,,,,,,,,,,,
60-69,503.0,279.0,2022-06-10,,,,,,,,,,,,,,,,,
70-79,1127.0,590.0,2022-06-10,,,,,,,,,,,,,,,,,
80-89,1753.0,1249.0,2022-06-10,,,,,,,,,,,,,,,,,
90+,978.0,1214.0,2022-06-10,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-11,,,,,,,,,,,,,,,,,
10-19,3.0,3.0,2022-06-11,,,,,,,,,,,,,,,,,
20-29,14.0,11.0,2022-06-11,,,,,,,,,,,,,,,,,
30-39,45.0,26.0,2022-06-11,,,,,,,,,,,,,,,,,
40-49,82.0,49.0,2022-06-11,,,,,,,,,,,,,,,,,
50-59,213.0,128.0,2022-06-11,,,,,,,,,,,,,,,,,
60-69,503.0,279.0,2022-06-11,,,,,,,,,,,,,,,,,
70-79,1127.0,590.0,2022-06-11,,,,,,,,,,,,,,,,,
80-89,1753.0,1249.0,2022-06-11,,,,,,,,,,,,,,,,,
90+,978.0,1214.0,2022-06-11,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-12,,,,,,,,,,,,,,,,,
10-19,3.0,3.0,2022-06-12,,,,,,,,,,,,,,,,,
20-29,14.0,11.0,2022-06-12,,,,,,,,,,,,,,,,,
30-39,45.0,26.0,2022-06-12,,,,,,,,,,,,,,,,,
40-49,82.0,49.0,2022-06-12,,,,,,,,,,,,,,,,,
50-59,213.0,128.0,2022-06-12,,,,,,,,,,,,,,,,,
60-69,503.0,279.0,2022-06-12,,,,,,,,,,,,,,,,,
70-79,1127.0,590.0,2022-06-12,,,,,,,,,,,,,,,,,
80-89,1753.0,1249.0,2022-06-12,,,,,,,,,,,,,,,,,
90+,978.0,1214.0,2022-06-12,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-13,,,,,,,,,,,,,,,,,
10-19,3.0,3.0,2022-06-13,,,,,,,,,,,,,,,,,
20-29,14.0,11.0,2022-06-13,,,,,,,,,,,,,,,,,
30-39,45.0,26.0,2022-06-13,,,,,,,,,,,,,,,,,
40-49,82.0,49.0,2022-06-13,,,,,,,,,,,,,,,,,
50-59,213.0,128.0,2022-06-13,,,,,,,,,,,,,,,,,
60-69,503.0,279.0,2022-06-13,,,,,,,,,,,,,,,,,
70-79,1127.0,590.0,2022-06-13,,,,,,,,,,,,,,,,,
80-89,1753.0,1249.0,2022-06-13,,,,,,,,,,,,,,,,,
90+,978.0,1214.0,2022-06-13,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-14,,,,,,,,,,,,,,,,,
10-19,3.0,3.0,2022-06-14,,,,,,,,,,,,,,,,,
20-29,14.0,11.0,2022-06-14,,,,,,,,,,,,,,,,,
30-39,45.0,26.0,2022-06-14,,,,,,,,,,,,,,,,,
40-49,82.0,49.0,2022-06-14,,,,,,,,,,,,,,,,,
50-59,213.0,128.0,2022-06-14,,,,,,,,,,,,,,,,,
60-69,503.0,279.0,2022-06-14,,,,,,,,,,,,,,,,,
70-79,1127.0,590.0,2022-06-14,,,,,,,,,,,,,,,,,
80-89,1753.0,1249.0,2022-06-14,,,,,,,,,,,,,,,,,
90+,978.0,1214.0,2022-06-14,,,,,,,,,,,,,,,,,
10-19,3.0,3.0,2022-06-15,,,,,,,,,,,,,,,,,
30-39,45.0,26.0,2022-06-15,,,,,,,,,,,,,,,,,
40-49,82.0,49.0,2022-06-15,,,,,,,,,,,,,,,,,
50-59,213.0,128.0,2022-06-15,,,,,,,,,,,,,,,,,
60-69,503.0,279.0,2022-06-15,,,,,,,,,,,,,,,,,
70-79,1127.0,590.0,2022-06-15,,,,,,,,,,,,,,,,,
80-89,1753.0,1249.0,2022-06-15,,,,,,,,,,,,,,,,,
90+,978.0,1214.0,2022-06-15,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-15,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-15,,,,,,,,,,,,,,,,,
20-29,14.0,11.0,2022-06-15,,,,,,,,,,,,,,,,,
30-39,46.0,28.0,2022-06-15,,,,,,,,,,,,,,,,,
40-49,84.0,49.0,2022-06-15,,,,,,,,,,,,,,,,,
50-59,220.0,132.0,2022-06-15,,,,,,,,,,,,,,,,,
60-69,510.0,280.0,2022-06-15,,,,,,,,,,,,,,,,,
70-79,1144.0,601.0,2022-06-15,,,,,,,,,,,,,,,,,
80-89,1782.0,1269.0,2022-06-15,,,,,,,,,,,,,,,,,
90+,1003.0,1251.0,2022-06-15,,,,,,,,,,,,,,,,,
20-29,14.0,11.0,2022-06-16,,,,,,,,,,,,,,,,,
30-39,46.0,28.0,2022-06-16,,,,,,,,,,,,,,,,,
40-49,84.0,49.0,2022-06-16,,,,,,,,,,,,,,,,,
50-59,220.0,132.0,2022-06-16,,,,,,,,,,,,,,,,,
60-69,510.0,280.0,2022-06-16,,,,,,,,,,,,,,,,,
70-79,1144.0,601.0,2022-06-16,,,,,,,,,,,,,,,,,
80-89,1782.0,1269.0,2022-06-16,,,,,,,,,,,,,,,,,
90+,1003.0,1251.0,2022-06-16,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-16,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-16,,,,,,,,,,,,,,,,,
20-29,14.0,12.0,2022-06-16,,,,,,,,,,,,,,,,,
30-39,46.0,29.0,2022-06-16,,,,,,,,,,,,,,,,,
40-49,85.0,49.0,2022-06-16,,,,,,,,,,,,,,,,,
50-59,220.0,133.0,2022-06-16,,,,,,,,,,,,,,,,,
60-69,514.0,283.0,2022-06-16,,,,,,,,,,,,,,,,,
70-79,1153.0,608.0,2022-06-16,,,,,,,,,,,,,,,,,
80-89,1792.0,1282.0,2022-06-16,,,,,,,,,,,,,,,,,
90+,1012.0,1255.0,2022-06-16,,,,,,,,,,,,,,,,,
0-9,4.0,4.0,2022-06-17,,,,,,,,,,,,,,,,,
20-29,14.0,12.0,2022-06-17,,,,,,,,,,,,,,,,,
30-39,46.0,29.0,2022-06-17,,,,,,,,,,,,,,,,,
40-49,85.0,49.0,2022-06-17,,,,,,,,,,,,,,,,,
50-59,220.0,133.0,2022-06-17,,,,,,,,,,,,,,,,,
60-69,514.0,283.0,2022-06-17,,,,,,,,,,,,,,,,,
70-79,1153.0,608.0,2022-06-17,,,,,,,,,,,,,,,,,
80-89,1792.0,1282.0,2022-06-17,,,,,,,,,,,,,,,,,
90+,1012.0,1255.0,2022-06-17,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-17,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-17,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-17,,,,,,,,,,,,,,,,,
30-39,50.0,30.0,2022-06-17,,,,,,,,,,,,,,,,,
40-49,87.0,52.0,2022-06-17,,,,,,,,,,,,,,,,,
50-59,220.0,135.0,2022-06-17,,,,,,,,,,,,,,,,,
60-69,523.0,288.0,2022-06-17,,,,,,,,,,,,,,,,,
70-79,1175.0,620.0,2022-06-17,,,,,,,,,,,,,,,,,
80-89,1830.0,1311.0,2022-06-17,,,,,,,,,,,,,,,,,
90+,1029.0,1286.0,2022-06-17,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-18,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-18,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-18,,,,,,,,,,,,,,,,,
30-39,50.0,30.0,2022-06-18,,,,,,,,,,,,,,,,,
40-49,87.0,52.0,2022-06-18,,,,,,,,,,,,,,,,,
50-59,220.0,135.0,2022-06-18,,,,,,,,,,,,,,,,,
60-69,523.0,288.0,2022-06-18,,,,,,,,,,,,,,,,,
70-79,1175.0,620.0,2022-06-18,,,,,,,,,,,,,,,,,
80-89,1830.0,1311.0,2022-06-18,,,,,,,,,,,,,,,,,
90+,1029.0,1286.0,2022-06-18,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-19,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-19,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-19,,,,,,,,,,,,,,,,,
30-39,50.0,30.0,2022-06-19,,,,,,,,,,,,,,,,,
40-49,87.0,52.0,2022-06-19,,,,,,,,,,,,,,,,,
50-59,220.0,135.0,2022-06-19,,,,,,,,,,,,,,,,,
60-69,523.0,288.0,2022-06-19,,,,,,,,,,,,,,,,,
70-79,1175.0,620.0,2022-06-19,,,,,,,,,,,,,,,,,
80-89,1830.0,1311.0,2022-06-19,,,,,,,,,,,,,,,,,
90+,1029.0,1286.0,2022-06-19,,,,,,,,,,,,,,,,,
40-49,87.0,52.0,2022-06-20,,,,,,,,,,,,,,,,,
50-59,220.0,135.0,2022-06-20,,,,,,,,,,,,,,,,,
60-69,523.0,288.0,2022-06-20,,,,,,,,,,,,,,,,,
70-79,1175.0,620.0,2022-06-20,,,,,,,,,,,,,,,,,
80-89,1830.0,1311.0,2022-06-20,,,,,,,,,,,,,,,,,
90+,1029.0,1286.0,2022-06-20,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-20,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-20,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-20,,,,,,,,,,,,,,,,,
30-39,50.0,30.0,2022-06-20,,,,,,,,,,,,,,,,,
40-49,88.0,52.0,2022-06-20,,,,,,,,,,,,,,,,,
50-59,222.0,136.0,2022-06-20,,,,,,,,,,,,,,,,,
60-69,530.0,292.0,2022-06-20,,,,,,,,,,,,,,,,,
70-79,1198.0,632.0,2022-06-20,,,,,,,,,,,,,,,,,
80-89,1846.0,1339.0,2022-06-20,,,,,,,,,,,,,,,,,
90+,1050.0,1307.0,2022-06-20,,,,,,,,,,,,,,,,,
40-49,88.0,52.0,2022-06-21,,,,,,,,,,,,,,,,,
50-59,222.0,136.0,2022-06-21,,,,,,,,,,,,,,,,,
60-69,530.0,292.0,2022-06-21,,,,,,,,,,,,,,,,,
70-79,1198.0,632.0,2022-06-21,,,,,,,,,,,,,,,,,
80-89,1846.0,1339.0,2022-06-21,,,,,,,,,,,,,,,,,
90+,1050.0,1307.0,2022-06-21,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-21,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-21,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-21,,,,,,,,,,,,,,,,,
30-39,50.0,30.0,2022-06-21,,,,,,,,,,,,,,,,,
40-49,90.0,55.0,2022-06-21,,,,,,,,,,,,,,,,,
50-59,224.0,137.0,2022-06-21,,,,,,,,,,,,,,,,,
60-69,534.0,295.0,2022-06-21,,,,,,,,,,,,,,,,,
70-79,1205.0,637.0,2022-06-21,,,,,,,,,,,,,,,,,
80-89,1853.0,1350.0,2022-06-21,,,,,,,,,,,,,,,,,
90+,1066.0,1318.0,2022-06-21,,,,,,,,,,,,,,,,,
50-59,224.0,137.0,2022-06-22,,,,,,,,,,,,,,,,,
60-69,534.0,295.0,2022-06-22,,,,,,,,,,,,,,,,,
70-79,1205.0,637.0,2022-06-22,,,,,,,,,,,,,,,,,
80-89,1853.0,1350.0,2022-06-22,,,,,,,,,,,,,,,,,
90+,1066.0,1318.0,2022-06-22,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-22,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-22,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-22,,,,,,,,,,,,,,,,,
30-39,50.0,30.0,2022-06-22,,,,,,,,,,,,,,,,,
40-49,90.0,55.0,2022-06-22,,,,,,,,,,,,,,,,,
50-59,225.0,137.0,2022-06-22,,,,,,,,,,,,,,,,,
60-69,537.0,296.0,2022-06-22,,,,,,,,,,,,,,,,,
70-79,1208.0,637.0,2022-06-22,,,,,,,,,,,,,,,,,
80-89,1859.0,1355.0,2022-06-22,,,,,,,,,,,,,,,,,
90+,1068.0,1321.0,2022-06-22,,,,,,,,,,,,,,,,,
60-69,537.0,296.0,2022-06-23,,,,,,,,,,,,,,,,,
70-79,1208.0,637.0,2022-06-23,,,,,,,,,,,,,,,,,
80-89,1859.0,1355.0,2022-06-23,,,,,,,,,,,,,,,,,
90+,1068.0,1321.0,2022-06-23,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-23,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-23,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-23,,,,,,,,,,,,,,,,,
30-39,50.0,30.0,2022-06-23,,,,,,,,,,,,,,,,,
40-49,90.0,55.0,2022-06-23,,,,,,,,,,,,,,,,,
50-59,225.0,137.0,2022-06-23,,,,,,,,,,,,,,,,,
60-69,542.0,297.0,2022-06-23,,,,,,,,,,,,,,,,,
70-79,1212.0,641.0,2022-06-23,,,,,,,,,,,,,,,,,
80-89,1868.0,1365.0,2022-06-23,,,,,,,,,,,,,,,,,
90+,1074.0,1335.0,2022-06-23,,,,,,,,,,,,,,,,,
50-59,225.0,137.0,2022-06-24,,,,,,,,,,,,,,,,,
60-69,542.0,297.0,2022-06-24,,,,,,,,,,,,,,,,,
70-79,1212.0,641.0,2022-06-24,,,,,,,,,,,,,,,,,
80-89,1868.0,1365.0,2022-06-24,,,,,,,,,,,,,,,,,
90+,1074.0,1335.0,2022-06-24,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-24,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-24,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-24,,,,,,,,,,,,,,,,,
30-39,50.0,30.0,2022-06-24,,,,,,,,,,,,,,,,,
40-49,90.0,55.0,2022-06-24,,,,,,,,,,,,,,,,,
50-59,226.0,137.0,2022-06-24,,,,,,,,,,,,,,,,,
60-69,542.0,299.0,2022-06-24,,,,,,,,,,,,,,,,,
70-79,1217.0,645.0,2022-06-24,,,,,,,,,,,,,,,,,
80-89,1872.0,1369.0,2022-06-24,,,,,,,,,,,,,,,,,
90+,1076.0,1346.0,2022-06-24,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-25,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-25,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-25,,,,,,,,,,,,,,,,,
30-39,50.0,30.0,2022-06-25,,,,,,,,,,,,,,,,,
40-49,90.0,55.0,2022-06-25,,,,,,,,,,,,,,,,,
50-59,226.0,137.0,2022-06-25,,,,,,,,,,,,,,,,,
60-69,542.0,299.0,2022-06-25,,,,,,,,,,,,,,,,,
70-79,1217.0,645.0,2022-06-25,,,,,,,,,,,,,,,,,
80-89,1872.0,1369.0,2022-06-25,,,,,,,,,,,,,,,,,
90+,1076.0,1346.0,2022-06-25,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-26,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-26,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-26,,,,,,,,,,,,,,,,,
30-39,50.0,30.0,2022-06-26,,,,,,,,,,,,,,,,,
40-49,90.0,55.0,2022-06-26,,,,,,,,,,,,,,,,,
50-59,226.0,137.0,2022-06-26,,,,,,,,,,,,,,,,,
60-69,542.0,299.0,2022-06-26,,,,,,,,,,,,,,,,,
70-79,1217.0,645.0,2022-06-26,,,,,,,,,,,,,,,,,
80-89,1872.0,1369.0,2022-06-26,,,,,,,,,,,,,,,,,
90+,1076.0,1346.0,2022-06-26,,,,,,,,,,,,,,,,,
30-39,50.0,30.0,2022-06-27,,,,,,,,,,,,,,,,,
40-49,90.0,55.0,2022-06-27,,,,,,,,,,,,,,,,,
50-59,226.0,137.0,2022-06-27,,,,,,,,,,,,,,,,,
60-69,542.0,299.0,2022-06-27,,,,,,,,,,,,,,,,,
70-79,1217.0,645.0,2022-06-27,,,,,,,,,,,,,,,,,
80-89,1872.0,1369.0,2022-06-27,,,,,,,,,,,,,,,,,
90+,1076.0,1346.0,2022-06-27,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-27,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-27,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-27,,,,,,,,,,,,,,,,,
30-39,50.0,31.0,2022-06-27,,,,,,,,,,,,,,,,,
40-49,91.0,55.0,2022-06-27,,,,,,,,,,,,,,,,,
50-59,227.0,138.0,2022-06-27,,,,,,,,,,,,,,,,,
60-69,546.0,301.0,2022-06-27,,,,,,,,,,,,,,,,,
70-79,1229.0,646.0,2022-06-27,,,,,,,,,,,,,,,,,
80-89,1895.0,1385.0,2022-06-27,,,,,,,,,,,,,,,,,
90+,1089.0,1359.0,2022-06-27,,,,,,,,,,,,,,,,,
50-59,227.0,138.0,2022-06-28,,,,,,,,,,,,,,,,,
60-69,546.0,301.0,2022-06-28,,,,,,,,,,,,,,,,,
70-79,1229.0,646.0,2022-06-28,,,,,,,,,,,,,,,,,
80-89,1895.0,1385.0,2022-06-28,,,,,,,,,,,,,,,,,
90+,1089.0,1359.0,2022-06-28,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-28,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-28,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-28,,,,,,,,,,,,,,,,,
30-39,50.0,31.0,2022-06-28,,,,,,,,,,,,,,,,,
40-49,91.0,55.0,2022-06-28,,,,,,,,,,,,,,,,,
50-59,228.0,138.0,2022-06-28,,,,,,,,,,,,,,,,,
60-69,547.0,302.0,2022-06-28,,,,,,,,,,,,,,,,,
70-79,1234.0,648.0,2022-06-28,,,,,,,,,,,,,,,,,
80-89,1901.0,1389.0,2022-06-28,,,,,,,,,,,,,,,,,
90+,1092.0,1362.0,2022-06-28,,,,,,,,,,,,,,,,,
70-79,1234.0,648.0,2022-06-29,,,,,,,,,,,,,,,,,
80-89,1901.0,1389.0,2022-06-29,,,,,,,,,,,,,,,,,
90+,1092.0,1362.0,2022-06-29,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-29,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-29,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-29,,,,,,,,,,,,,,,,,
30-39,50.0,31.0,2022-06-29,,,,,,,,,,,,,,,,,
40-49,91.0,55.0,2022-06-29,,,,,,,,,,,,,,,,,
50-59,228.0,138.0,2022-06-29,,,,,,,,,,,,,,,,,
60-69,547.0,302.0,2022-06-29,,,,,,,,,,,,,,,,,
70-79,1237.0,649.0,2022-06-29,,,,,,,,,,,,,,,,,
80-89,1903.0,1394.0,2022-06-29,,,,,,,,,,,,,,,,,
90+,1096.0,1366.0,2022-06-29,,,,,,,,,,,,,,,,,
40-49,91.0,55.0,2022-06-30,,,,,,,,,,,,,,,,,
50-59,228.0,138.0,2022-06-30,,,,,,,,,,,,,,,,,
60-69,547.0,302.0,2022-06-30,,,,,,,,,,,,,,,,,
70-79,1237.0,649.0,2022-06-30,,,,,,,,,,,,,,,,,
80-89,1903.0,1394.0,2022-06-30,,,,,,,,,,,,,,,,,
90+,1096.0,1366.0,2022-06-30,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-06-30,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-06-30,,,,,,,,,,,,,,,,,
20-29,14.0,13.0,2022-06-30,,,,,,,,,,,,,,,,,
30-39,50.0,31.0,2022-06-30,,,,,,,,,,,,,,,,,
40-49,91.0,56.0,2022-06-30,,,,,,,,,,,,,,,,,
50-59,229.0,138.0,2022-06-30,,,,,,,,,,,,,,,,,
60-69,549.0,302.0,2022-06-30,,,,,,,,,,,,,,,,,
70-79,1242.0,654.0,2022-06-30,,,,,,,,,,,,,,,,,
80-89,1912.0,1398.0,2022-06-30,,,,,,,,,,,,,,,,,
90+,1102.0,1377.0,2022-06-30,,,,,,,,,,,,,,,,,
0-9,5.0,4.0,2022-07-01,,,,,,,,,,,,,,,,,
10-19,4.0,3.0,2022-07-01,,,,,,,,,,,,,,,,,
30-39,50.0,31.0,2022-07-01,,,,,,,,,,,,,,,,,
40-49,91.0,56.0,2022-07-01,,,,,,,,,,,,,,,,,
50-59,229.0,138.0,2022-07-01,,,,,,,,,,,,,,,,,
60-69,549.0,302.0,2022-07-01,,,,,,,,,,,,,,,,,
70-79,1242.0,654.0,2022-07-01,,,,,,,,,,,,,,,,,
80-89,1912.0,1398.0,2022-07-01,,,,,,,,,,,,,,,,,
90+,1102.0,1377.0,2022-07-01,,,,,,,,,,,,,,,,,
0-9,5.0,5.0,2022-07-01,,,,,,,,,,,,,,,,,
10-19,5.0,3.0,2022-07-01,,,,,,,,,,,,,,,,,
