Age Group,Male,Female,Date,Jurisdiction,7-day rolling average of COVID-19 hospitalisations as at 20 Sep 2022,7-day rolling average COVID-19 ICU cases as at 20 Sep 2022,7-day rolling average of COVID-19 hospitalisations as at 27 Sep 2022,7-day rolling average COVID-19 ICU cases as at 27 Sep 2022,7-day rolling average of COVID-19 hospitalisations as at 04 Oct 2022,7-day rolling average COVID-19 ICU cases as at 04 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 11 Oct 2022,7-day rolling average COVID-19 ICU cases as at 11 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 18 Oct 2022,7-day rolling average COVID-19 ICU cases as at 18 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 25 Oct 2022,7-day rolling average COVID-19 ICU cases as at 25 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 01 Nov 2022,7-day rolling average COVID-19 ICU cases as at 01 Nov 2022,7-day rolling average of COVID-19 hospitalisations as at 08 Nov 2022,7-day rolling average COVID-19 ICU cases as at 08 Nov 2022
30-39,21.0,8.0,2022-01-20,,,,,,,,,,,,,,,,,
40-49,38.0,17.0,2022-01-20,,,,,,,,,,,,,,,,,
50-59,94.0,60.0,2022-01-20,,,,,,,,,,,,,,,,,
60-69,189.0,96.0,2022-01-20,,,,,,,,,,,,,,,,,
70-79,404.0,226.0,2022-01-20,,,,,,,,,,,,,,,,,
80-89,558.0,430.0,2022-01-20,,,,,,,,,,,,,,,,,
90+,260.0,386.0,2022-01-20,,,,,,,,,,,,,,,,,
40-49,38.0,17.0,2022-01-21,,,,,,,,,,,,,,,,,
50-59,94.0,60.0,2022-01-21,,,,,,,,,,,,,,,,,
60-69,189.0,96.0,2022-01-21,,,,,,,,,,,,,,,,,
70-79,404.0,226.0,2022-01-21,,,,,,,,,,,,,,,,,
80-89,558.0,430.0,2022-01-21,,,,,,,,,,,,,,,,,
90+,260.0,386.0,2022-01-21,,,,,,,,,,,,,,,,,
0-9,1.0,2.0,2022-01-21,,,,,,,,,,,,,,,,,
10-19,2.0,1.0,2022-01-21,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-01-21,,,,,,,,,,,,,,,,,
30-39,21.0,8.0,2022-01-21,,,,,,,,,,,,,,,,,
40-49,39.0,17.0,2022-01-21,,,,,,,,,,,,,,,,,
50-59,99.0,59.0,2022-01-21,,,,,,,,,,,,,,,,,
60-69,193.0,100.0,2022-01-21,,,,,,,,,,,,,,,,,
70-79,413.0,234.0,2022-01-21,,,,,,,,,,,,,,,,,
80-89,573.0,439.0,2022-01-21,,,,,,,,,,,,,,,,,
90+,268.0,392.0,2022-01-21,,,,,,,,,,,,,,,,,
0-9,1.0,2.0,2022-01-22,,,,,,,,,,,,,,,,,
10-19,2.0,1.0,2022-01-22,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-01-22,,,,,,,,,,,,,,,,,
30-39,21.0,8.0,2022-01-22,,,,,,,,,,,,,,,,,
40-49,39.0,17.0,2022-01-22,,,,,,,,,,,,,,,,,
50-59,99.0,59.0,2022-01-22,,,,,,,,,,,,,,,,,
60-69,193.0,100.0,2022-01-22,,,,,,,,,,,,,,,,,
70-79,413.0,234.0,2022-01-22,,,,,,,,,,,,,,,,,
80-89,573.0,439.0,2022-01-22,,,,,,,,,,,,,,,,,
90+,268.0,392.0,2022-01-22,,,,,,,,,,,,,,,,,
0-9,1.0,2.0,2022-01-23,,,,,,,,,,,,,,,,,
10-19,2.0,1.0,2022-01-23,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-01-23,,,,,,,,,,,,,,,,,
30-39,21.0,8.0,2022-01-23,,,,,,,,,,,,,,,,,
40-49,39.0,17.0,2022-01-23,,,,,,,,,,,,,,,,,
50-59,99.0,59.0,2022-01-23,,,,,,,,,,,,,,,,,
60-69,193.0,100.0,2022-01-23,,,,,,,,,,,,,,,,,
70-79,413.0,234.0,2022-01-23,,,,,,,,,,,,,,,,,
80-89,573.0,439.0,2022-01-23,,,,,,,,,,,,,,,,,
90+,268.0,392.0,2022-01-23,,,,,,,,,,,,,,,,,
30-39,21.0,8.0,2022-01-24,,,,,,,,,,,,,,,,,
40-49,39.0,17.0,2022-01-24,,,,,,,,,,,,,,,,,
50-59,99.0,59.0,2022-01-24,,,,,,,,,,,,,,,,,
60-69,193.0,100.0,2022-01-24,,,,,,,,,,,,,,,,,
70-79,413.0,234.0,2022-01-24,,,,,,,,,,,,,,,,,
80-89,573.0,439.0,2022-01-24,,,,,,,,,,,,,,,,,
90+,268.0,392.0,2022-01-24,,,,,,,,,,,,,,,,,
0-9,1.0,2.0,2022-01-24,,,,,,,,,,,,,,,,,
10-19,2.0,1.0,2022-01-24,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-01-24,,,,,,,,,,,,,,,,,
30-39,22.0,10.0,2022-01-24,,,,,,,,,,,,,,,,,
40-49,41.0,19.0,2022-01-24,,,,,,,,,,,,,,,,,
50-59,107.0,61.0,2022-01-24,,,,,,,,,,,,,,,,,
60-69,200.0,103.0,2022-01-24,,,,,,,,,,,,,,,,,
70-79,433.0,240.0,2022-01-24,,,,,,,,,,,,,,,,,
80-89,620.0,466.0,2022-01-24,,,,,,,,,,,,,,,,,
90+,289.0,409.0,2022-01-24,,,,,,,,,,,,,,,,,
30-39,22.0,10.0,2022-01-25,,,,,,,,,,,,,,,,,
50-59,107.0,61.0,2022-01-25,,,,,,,,,,,,,,,,,
60-69,200.0,103.0,2022-01-25,,,,,,,,,,,,,,,,,
70-79,433.0,240.0,2022-01-25,,,,,,,,,,,,,,,,,
80-89,620.0,466.0,2022-01-25,,,,,,,,,,,,,,,,,
90+,289.0,409.0,2022-01-25,,,,,,,,,,,,,,,,,
0-9,1.0,2.0,2022-01-25,,,,,,,,,,,,,,,,,
10-19,2.0,1.0,2022-01-25,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-01-25,,,,,,,,,,,,,,,,,
30-39,23.0,11.0,2022-01-25,,,,,,,,,,,,,,,,,
40-49,41.0,19.0,2022-01-25,,,,,,,,,,,,,,,,,
50-59,108.0,61.0,2022-01-25,,,,,,,,,,,,,,,,,
60-69,204.0,103.0,2022-01-25,,,,,,,,,,,,,,,,,
70-79,440.0,246.0,2022-01-25,,,,,,,,,,,,,,,,,
80-89,634.0,480.0,2022-01-25,,,,,,,,,,,,,,,,,
90+,303.0,417.0,2022-01-25,,,,,,,,,,,,,,,,,
10-19,2.0,1.0,2022-01-26,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-01-26,,,,,,,,,,,,,,,,,
50-59,108.0,61.0,2022-01-26,,,,,,,,,,,,,,,,,
60-69,204.0,103.0,2022-01-26,,,,,,,,,,,,,,,,,
70-79,440.0,246.0,2022-01-26,,,,,,,,,,,,,,,,,
80-89,634.0,480.0,2022-01-26,,,,,,,,,,,,,,,,,
90+,303.0,417.0,2022-01-26,,,,,,,,,,,,,,,,,
0-9,1.0,2.0,2022-01-26,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-01-26,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-01-26,,,,,,,,,,,,,,,,,
30-39,23.0,11.0,2022-01-26,,,,,,,,,,,,,,,,,
40-49,41.0,19.0,2022-01-26,,,,,,,,,,,,,,,,,
50-59,108.0,63.0,2022-01-26,,,,,,,,,,,,,,,,,
60-69,207.0,103.0,2022-01-26,,,,,,,,,,,,,,,,,
70-79,442.0,248.0,2022-01-26,,,,,,,,,,,,,,,,,
80-89,643.0,486.0,2022-01-26,,,,,,,,,,,,,,,,,
90+,306.0,420.0,2022-01-26,,,,,,,,,,,,,,,,,
40-49,41.0,19.0,2022-01-27,,,,,,,,,,,,,,,,,
50-59,108.0,63.0,2022-01-27,,,,,,,,,,,,,,,,,
60-69,207.0,103.0,2022-01-27,,,,,,,,,,,,,,,,,
70-79,442.0,248.0,2022-01-27,,,,,,,,,,,,,,,,,
80-89,643.0,486.0,2022-01-27,,,,,,,,,,,,,,,,,
90+,306.0,420.0,2022-01-27,,,,,,,,,,,,,,,,,
0-9,1.0,2.0,2022-01-27,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-01-27,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-01-27,,,,,,,,,,,,,,,,,
30-39,23.0,11.0,2022-01-27,,,,,,,,,,,,,,,,,
40-49,41.0,21.0,2022-01-27,,,,,,,,,,,,,,,,,
50-59,109.0,63.0,2022-01-27,,,,,,,,,,,,,,,,,
60-69,208.0,105.0,2022-01-27,,,,,,,,,,,,,,,,,
70-79,453.0,253.0,2022-01-27,,,,,,,,,,,,,,,,,
80-89,669.0,498.0,2022-01-27,,,,,,,,,,,,,,,,,
90+,320.0,428.0,2022-01-27,,,,,,,,,,,,,,,,,
0-9,1.0,2.0,2022-01-28,,,,,,,,,,,,,,,,,
30-39,23.0,11.0,2022-01-28,,,,,,,,,,,,,,,,,
40-49,41.0,21.0,2022-01-28,,,,,,,,,,,,,,,,,
50-59,109.0,63.0,2022-01-28,,,,,,,,,,,,,,,,,
60-69,208.0,105.0,2022-01-28,,,,,,,,,,,,,,,,,
70-79,453.0,253.0,2022-01-28,,,,,,,,,,,,,,,,,
80-89,669.0,498.0,2022-01-28,,,,,,,,,,,,,,,,,
90+,320.0,428.0,2022-01-28,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-01-28,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-01-28,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-01-28,,,,,,,,,,,,,,,,,
30-39,26.0,12.0,2022-01-28,,,,,,,,,,,,,,,,,
40-49,42.0,21.0,2022-01-28,,,,,,,,,,,,,,,,,
50-59,109.0,64.0,2022-01-28,,,,,,,,,,,,,,,,,
60-69,217.0,109.0,2022-01-28,,,,,,,,,,,,,,,,,
70-79,464.0,261.0,2022-01-28,,,,,,,,,,,,,,,,,
80-89,702.0,518.0,2022-01-28,,,,,,,,,,,,,,,,,
90+,351.0,448.0,2022-01-28,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-01-29,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-01-29,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-01-29,,,,,,,,,,,,,,,,,
30-39,26.0,12.0,2022-01-29,,,,,,,,,,,,,,,,,
40-49,42.0,21.0,2022-01-29,,,,,,,,,,,,,,,,,
50-59,109.0,64.0,2022-01-29,,,,,,,,,,,,,,,,,
60-69,217.0,109.0,2022-01-29,,,,,,,,,,,,,,,,,
70-79,464.0,261.0,2022-01-29,,,,,,,,,,,,,,,,,
80-89,702.0,518.0,2022-01-29,,,,,,,,,,,,,,,,,
90+,351.0,448.0,2022-01-29,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-01-30,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-01-30,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-01-30,,,,,,,,,,,,,,,,,
30-39,26.0,12.0,2022-01-30,,,,,,,,,,,,,,,,,
40-49,42.0,21.0,2022-01-30,,,,,,,,,,,,,,,,,
50-59,109.0,64.0,2022-01-30,,,,,,,,,,,,,,,,,
60-69,217.0,109.0,2022-01-30,,,,,,,,,,,,,,,,,
70-79,464.0,261.0,2022-01-30,,,,,,,,,,,,,,,,,
80-89,702.0,518.0,2022-01-30,,,,,,,,,,,,,,,,,
90+,351.0,448.0,2022-01-30,,,,,,,,,,,,,,,,,
40-49,42.0,21.0,2022-01-31,,,,,,,,,,,,,,,,,
50-59,109.0,64.0,2022-01-31,,,,,,,,,,,,,,,,,
60-69,217.0,109.0,2022-01-31,,,,,,,,,,,,,,,,,
70-79,464.0,261.0,2022-01-31,,,,,,,,,,,,,,,,,
80-89,702.0,518.0,2022-01-31,,,,,,,,,,,,,,,,,
90+,351.0,448.0,2022-01-31,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-01-31,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-01-31,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-01-31,,,,,,,,,,,,,,,,,
30-39,26.0,12.0,2022-01-31,,,,,,,,,,,,,,,,,
40-49,42.0,23.0,2022-01-31,,,,,,,,,,,,,,,,,
50-59,111.0,66.0,2022-01-31,,,,,,,,,,,,,,,,,
60-69,226.0,113.0,2022-01-31,,,,,,,,,,,,,,,,,
70-79,494.0,281.0,2022-01-31,,,,,,,,,,,,,,,,,
80-89,746.0,553.0,2022-01-31,,,,,,,,,,,,,,,,,
90+,377.0,481.0,2022-01-31,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-02-01,,,,,,,,,,,,,,,,,
30-39,26.0,12.0,2022-02-01,,,,,,,,,,,,,,,,,
50-59,111.0,66.0,2022-02-01,,,,,,,,,,,,,,,,,
60-69,226.0,113.0,2022-02-01,,,,,,,,,,,,,,,,,
70-79,494.0,281.0,2022-02-01,,,,,,,,,,,,,,,,,
80-89,746.0,553.0,2022-02-01,,,,,,,,,,,,,,,,,
90+,377.0,481.0,2022-02-01,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-01,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-01,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-01,,,,,,,,,,,,,,,,,
30-39,27.0,14.0,2022-02-01,,,,,,,,,,,,,,,,,
40-49,42.0,23.0,2022-02-01,,,,,,,,,,,,,,,,,
50-59,111.0,67.0,2022-02-01,,,,,,,,,,,,,,,,,
60-69,228.0,114.0,2022-02-01,,,,,,,,,,,,,,,,,
70-79,502.0,286.0,2022-02-01,,,,,,,,,,,,,,,,,
80-89,767.0,562.0,2022-02-01,,,,,,,,,,,,,,,,,
90+,392.0,488.0,2022-02-01,,,,,,,,,,,,,,,,,
40-49,42.0,23.0,2022-02-02,,,,,,,,,,,,,,,,,
50-59,111.0,67.0,2022-02-02,,,,,,,,,,,,,,,,,
60-69,228.0,114.0,2022-02-02,,,,,,,,,,,,,,,,,
70-79,502.0,286.0,2022-02-02,,,,,,,,,,,,,,,,,
80-89,767.0,562.0,2022-02-02,,,,,,,,,,,,,,,,,
90+,392.0,488.0,2022-02-02,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-02,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-02,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-02,,,,,,,,,,,,,,,,,
30-39,27.0,14.0,2022-02-02,,,,,,,,,,,,,,,,,
40-49,42.0,24.0,2022-02-02,,,,,,,,,,,,,,,,,
50-59,112.0,69.0,2022-02-02,,,,,,,,,,,,,,,,,
60-69,234.0,114.0,2022-02-02,,,,,,,,,,,,,,,,,
70-79,508.0,288.0,2022-02-02,,,,,,,,,,,,,,,,,
80-89,779.0,572.0,2022-02-02,,,,,,,,,,,,,,,,,
90+,401.0,499.0,2022-02-02,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-03,,,,,,,,,,,,,,,,,
50-59,112.0,69.0,2022-02-03,,,,,,,,,,,,,,,,,
60-69,234.0,114.0,2022-02-03,,,,,,,,,,,,,,,,,
70-79,508.0,288.0,2022-02-03,,,,,,,,,,,,,,,,,
80-89,779.0,572.0,2022-02-03,,,,,,,,,,,,,,,,,
90+,401.0,499.0,2022-02-03,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-03,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-03,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-03,,,,,,,,,,,,,,,,,
30-39,27.0,14.0,2022-02-03,,,,,,,,,,,,,,,,,
40-49,42.0,24.0,2022-02-03,,,,,,,,,,,,,,,,,
50-59,117.0,70.0,2022-02-03,,,,,,,,,,,,,,,,,
60-69,237.0,116.0,2022-02-03,,,,,,,,,,,,,,,,,
70-79,520.0,295.0,2022-02-03,,,,,,,,,,,,,,,,,
80-89,791.0,583.0,2022-02-03,,,,,,,,,,,,,,,,,
90+,408.0,511.0,2022-02-03,,,,,,,,,,,,,,,,,
50-59,117.0,70.0,2022-02-04,,,,,,,,,,,,,,,,,
60-69,237.0,116.0,2022-02-04,,,,,,,,,,,,,,,,,
70-79,520.0,295.0,2022-02-04,,,,,,,,,,,,,,,,,
80-89,791.0,583.0,2022-02-04,,,,,,,,,,,,,,,,,
90+,408.0,511.0,2022-02-04,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-04,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-04,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-04,,,,,,,,,,,,,,,,,
30-39,27.0,14.0,2022-02-04,,,,,,,,,,,,,,,,,
40-49,42.0,24.0,2022-02-04,,,,,,,,,,,,,,,,,
50-59,118.0,70.0,2022-02-04,,,,,,,,,,,,,,,,,
60-69,240.0,119.0,2022-02-04,,,,,,,,,,,,,,,,,
70-79,533.0,298.0,2022-02-04,,,,,,,,,,,,,,,,,
80-89,813.0,593.0,2022-02-04,,,,,,,,,,,,,,,,,
90+,420.0,516.0,2022-02-04,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-05,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-05,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-05,,,,,,,,,,,,,,,,,
30-39,27.0,14.0,2022-02-05,,,,,,,,,,,,,,,,,
40-49,42.0,24.0,2022-02-05,,,,,,,,,,,,,,,,,
50-59,118.0,70.0,2022-02-05,,,,,,,,,,,,,,,,,
60-69,240.0,119.0,2022-02-05,,,,,,,,,,,,,,,,,
70-79,533.0,298.0,2022-02-05,,,,,,,,,,,,,,,,,
80-89,813.0,593.0,2022-02-05,,,,,,,,,,,,,,,,,
90+,420.0,516.0,2022-02-05,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-06,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-06,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-06,,,,,,,,,,,,,,,,,
30-39,27.0,14.0,2022-02-06,,,,,,,,,,,,,,,,,
40-49,42.0,24.0,2022-02-06,,,,,,,,,,,,,,,,,
50-59,118.0,70.0,2022-02-06,,,,,,,,,,,,,,,,,
60-69,240.0,119.0,2022-02-06,,,,,,,,,,,,,,,,,
70-79,533.0,298.0,2022-02-06,,,,,,,,,,,,,,,,,
80-89,813.0,593.0,2022-02-06,,,,,,,,,,,,,,,,,
90+,420.0,516.0,2022-02-06,,,,,,,,,,,,,,,,,
30-39,27.0,14.0,2022-02-07,,,,,,,,,,,,,,,,,
40-49,42.0,24.0,2022-02-07,,,,,,,,,,,,,,,,,
50-59,118.0,70.0,2022-02-07,,,,,,,,,,,,,,,,,
60-69,240.0,119.0,2022-02-07,,,,,,,,,,,,,,,,,
70-79,533.0,298.0,2022-02-07,,,,,,,,,,,,,,,,,
80-89,813.0,593.0,2022-02-07,,,,,,,,,,,,,,,,,
90+,420.0,516.0,2022-02-07,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-07,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-07,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-07,,,,,,,,,,,,,,,,,
30-39,28.0,15.0,2022-02-07,,,,,,,,,,,,,,,,,
40-49,45.0,25.0,2022-02-07,,,,,,,,,,,,,,,,,
50-59,120.0,74.0,2022-02-07,,,,,,,,,,,,,,,,,
60-69,249.0,124.0,2022-02-07,,,,,,,,,,,,,,,,,
70-79,560.0,313.0,2022-02-07,,,,,,,,,,,,,,,,,
80-89,858.0,611.0,2022-02-07,,,,,,,,,,,,,,,,,
90+,437.0,537.0,2022-02-07,,,,,,,,,,,,,,,,,
30-39,28.0,15.0,2022-02-08,,,,,,,,,,,,,,,,,
60-69,249.0,124.0,2022-02-08,,,,,,,,,,,,,,,,,
70-79,560.0,313.0,2022-02-08,,,,,,,,,,,,,,,,,
80-89,858.0,611.0,2022-02-08,,,,,,,,,,,,,,,,,
90+,437.0,537.0,2022-02-08,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-08,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-08,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-08,,,,,,,,,,,,,,,,,
30-39,29.0,15.0,2022-02-08,,,,,,,,,,,,,,,,,
40-49,45.0,25.0,2022-02-08,,,,,,,,,,,,,,,,,
50-59,120.0,74.0,2022-02-08,,,,,,,,,,,,,,,,,
60-69,251.0,125.0,2022-02-08,,,,,,,,,,,,,,,,,
70-79,566.0,317.0,2022-02-08,,,,,,,,,,,,,,,,,
80-89,870.0,614.0,2022-02-08,,,,,,,,,,,,,,,,,
90+,442.0,541.0,2022-02-08,,,,,,,,,,,,,,,,,
30-39,29.0,15.0,2022-02-09,,,,,,,,,,,,,,,,,
40-49,45.0,25.0,2022-02-09,,,,,,,,,,,,,,,,,
50-59,120.0,74.0,2022-02-09,,,,,,,,,,,,,,,,,
60-69,251.0,125.0,2022-02-09,,,,,,,,,,,,,,,,,
70-79,566.0,317.0,2022-02-09,,,,,,,,,,,,,,,,,
80-89,870.0,614.0,2022-02-09,,,,,,,,,,,,,,,,,
90+,442.0,541.0,2022-02-09,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-09,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-09,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-09,,,,,,,,,,,,,,,,,
30-39,29.0,16.0,2022-02-09,,,,,,,,,,,,,,,,,
40-49,46.0,25.0,2022-02-09,,,,,,,,,,,,,,,,,
50-59,121.0,75.0,2022-02-09,,,,,,,,,,,,,,,,,
60-69,254.0,129.0,2022-02-09,,,,,,,,,,,,,,,,,
70-79,574.0,318.0,2022-02-09,,,,,,,,,,,,,,,,,
80-89,886.0,626.0,2022-02-09,,,,,,,,,,,,,,,,,
90+,458.0,557.0,2022-02-09,,,,,,,,,,,,,,,,,
40-49,46.0,25.0,2022-02-10,,,,,,,,,,,,,,,,,
50-59,121.0,75.0,2022-02-10,,,,,,,,,,,,,,,,,
60-69,254.0,129.0,2022-02-10,,,,,,,,,,,,,,,,,
70-79,574.0,318.0,2022-02-10,,,,,,,,,,,,,,,,,
80-89,886.0,626.0,2022-02-10,,,,,,,,,,,,,,,,,
90+,458.0,557.0,2022-02-10,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-10,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-10,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-10,,,,,,,,,,,,,,,,,
30-39,29.0,16.0,2022-02-10,,,,,,,,,,,,,,,,,
40-49,46.0,26.0,2022-02-10,,,,,,,,,,,,,,,,,
50-59,122.0,75.0,2022-02-10,,,,,,,,,,,,,,,,,
60-69,255.0,130.0,2022-02-10,,,,,,,,,,,,,,,,,
70-79,579.0,319.0,2022-02-10,,,,,,,,,,,,,,,,,
80-89,893.0,630.0,2022-02-10,,,,,,,,,,,,,,,,,
90+,460.0,566.0,2022-02-10,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-11,,,,,,,,,,,,,,,,,
40-49,46.0,26.0,2022-02-11,,,,,,,,,,,,,,,,,
50-59,122.0,75.0,2022-02-11,,,,,,,,,,,,,,,,,
60-69,255.0,130.0,2022-02-11,,,,,,,,,,,,,,,,,
70-79,579.0,319.0,2022-02-11,,,,,,,,,,,,,,,,,
80-89,893.0,630.0,2022-02-11,,,,,,,,,,,,,,,,,
90+,460.0,566.0,2022-02-11,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-11,,,,,,,,,,,,,,,,,
10-19,1.0,2.0,2022-02-11,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-11,,,,,,,,,,,,,,,,,
30-39,29.0,16.0,2022-02-11,,,,,,,,,,,,,,,,,
40-49,46.0,27.0,2022-02-11,,,,,,,,,,,,,,,,,
50-59,122.0,76.0,2022-02-11,,,,,,,,,,,,,,,,,
60-69,257.0,132.0,2022-02-11,,,,,,,,,,,,,,,,,
70-79,587.0,322.0,2022-02-11,,,,,,,,,,,,,,,,,
80-89,902.0,634.0,2022-02-11,,,,,,,,,,,,,,,,,
90+,467.0,573.0,2022-02-11,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-12,,,,,,,,,,,,,,,,,
10-19,1.0,2.0,2022-02-12,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-12,,,,,,,,,,,,,,,,,
30-39,29.0,16.0,2022-02-12,,,,,,,,,,,,,,,,,
40-49,46.0,27.0,2022-02-12,,,,,,,,,,,,,,,,,
50-59,122.0,76.0,2022-02-12,,,,,,,,,,,,,,,,,
60-69,257.0,132.0,2022-02-12,,,,,,,,,,,,,,,,,
70-79,587.0,322.0,2022-02-12,,,,,,,,,,,,,,,,,
80-89,902.0,634.0,2022-02-12,,,,,,,,,,,,,,,,,
90+,467.0,573.0,2022-02-12,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-13,,,,,,,,,,,,,,,,,
10-19,1.0,2.0,2022-02-13,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-13,,,,,,,,,,,,,,,,,
30-39,29.0,16.0,2022-02-13,,,,,,,,,,,,,,,,,
40-49,46.0,27.0,2022-02-13,,,,,,,,,,,,,,,,,
50-59,122.0,76.0,2022-02-13,,,,,,,,,,,,,,,,,
60-69,257.0,132.0,2022-02-13,,,,,,,,,,,,,,,,,
70-79,587.0,322.0,2022-02-13,,,,,,,,,,,,,,,,,
80-89,902.0,634.0,2022-02-13,,,,,,,,,,,,,,,,,
90+,467.0,573.0,2022-02-13,,,,,,,,,,,,,,,,,
10-19,1.0,2.0,2022-02-14,,,,,,,,,,,,,,,,,
30-39,29.0,16.0,2022-02-14,,,,,,,,,,,,,,,,,
40-49,46.0,27.0,2022-02-14,,,,,,,,,,,,,,,,,
50-59,122.0,76.0,2022-02-14,,,,,,,,,,,,,,,,,
60-69,257.0,132.0,2022-02-14,,,,,,,,,,,,,,,,,
70-79,587.0,322.0,2022-02-14,,,,,,,,,,,,,,,,,
80-89,902.0,634.0,2022-02-14,,,,,,,,,,,,,,,,,
90+,467.0,573.0,2022-02-14,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-14,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-14,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-14,,,,,,,,,,,,,,,,,
30-39,28.0,16.0,2022-02-14,,,,,,,,,,,,,,,,,
40-49,48.0,28.0,2022-02-14,,,,,,,,,,,,,,,,,
50-59,123.0,79.0,2022-02-14,,,,,,,,,,,,,,,,,
60-69,270.0,135.0,2022-02-14,,,,,,,,,,,,,,,,,
70-79,609.0,327.0,2022-02-14,,,,,,,,,,,,,,,,,
80-89,931.0,647.0,2022-02-14,,,,,,,,,,,,,,,,,
90+,480.0,588.0,2022-02-14,,,,,,,,,,,,,,,,,
60-69,270.0,135.0,2022-02-15,,,,,,,,,,,,,,,,,
70-79,609.0,327.0,2022-02-15,,,,,,,,,,,,,,,,,
80-89,931.0,647.0,2022-02-15,,,,,,,,,,,,,,,,,
90+,480.0,588.0,2022-02-15,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-15,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-15,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-15,,,,,,,,,,,,,,,,,
30-39,28.0,16.0,2022-02-15,,,,,,,,,,,,,,,,,
